Hand,Neck
21,28
17,9
0,19
10,0
19,19
19,43
15,23
25,40
0,23
2,0
16,22
19,23
20,31
16,4
0,42
17,5
2,7
0,21
19,21
1,47
0,2
26,11
21,5
13,0
7,17
10,8
10,27
19,25
14,0
26,24
13,47
8,12
21,30
0,41
5,26
4,15
0,0
0,17
25,2
17,41
19,9
0,29
4,13
1,41
0,7
0,10
13,9
25,41
0,17
10,28
14,33
11,40
13,21
11,17
16,6
2,1
14,21
3,38
26,40
20,24
13,8
0,10
0,11
5,11
3,15
11,6
5,39
10,37
0,44
8,9
10,18
15,0
1,36
8,11
0,0
24,40
0,4
0,45
14,36
20,11
25,26
0,7
0,4
8,12
25,39
20,33
17,22
25,4
21,0
13,14
18,4
4,36
0,18
18,16
13,35
22,29
8,1
0,0
0,3
0,14
4,34
5,0
0,7
0,37
11,28
17,24
23,13
5,43
14,43
1,0
23,1
11,27
14,17
12,36
0,39
4,27
13,25
2,30
4,19
6,29
7,21
0,14
0,43
26,3
0,8
17,12
0,13
0,10
11,4
8,18
0,34
17,21
25,5
19,30
8,5
14,0
19,7
13,11
21,5
11,0
17,4
20,13
7,32
13,18
14,10
8,6
8,0
26,4
5,35
10,37
19,11
7,33
25,0
0,12
15,7
17,25
14,24
15,10
3,39
17,26
16,4
4,35
19,1
21,45
4,14
0,14
24,0
21,16
5,0
5,12
25,5
0,25
14,36
19,39
1,33
1,0
0,35
26,43
20,18
26,37
17,25
0,27
0,15
4,11
24,20
15,32
0,0
6,0
10,14
19,2
26,32
17,29
14,33
0,4
9,2
0,14
24,21
26,32
6,30
12,0
25,23
15,40
19,13
26,34
25,34
0,4
12,12
7,40
15,4
19,18
8,13
8,24
0,35
20,38
20,40
7,28
0,27
21,19
0,5
22,7
8,47
23,33
8,1
25,1
0,19
1,14
10,24
0,13
17,7
16,45
5,7
0,11
25,0
0,35
26,4
6,33
8,18
10,31
14,35
8,27
9,6
2,30
13,0
4,11
17,21
0,31
0,12
11,18
10,44
7,37
0,45
25,0
6,38
7,0
20,0
19,41
20,8
0,43
18,17
26,40
8,11
26,11
23,15
20,30
5,0
0,27
13,14
2,34
7,30
8,13
17,32
14,3
0,4
14,9
7,6
13,46
1,14
6,24
24,24
4,0
7,23
0,39
10,0
21,33
14,25
18,24
25,37
16,0
1,0
19,0
25,35
10,33
8,8
14,8
20,47
19,10
0,8
0,27
0,16
20,34
14,31
19,46
15,5
14,30
0,3
22,47
8,36
13,45
0,14
16,0
13,24
8,25
25,31
18,41
0,11
0,31
21,18
8,17
17,23
16,28
26,46
20,12
4,23
14,31
15,40
25,12
9,37
14,8
25,34
11,0
24,32
21,0
14,41
5,8
9,8
18,31
19,19
1,0
6,6
0,39
26,15
0,11
11,0
4,37
4,11
0,42
11,40
1,0
8,47
0,45
8,38
2,21
20,41
7,13
23,20
8,4
9,46
0,34
13,0
20,19
0,0
21,15
4,6
1,11
0,8
20,5
10,1
20,32
17,6
26,44
11,1
6,11
20,9
5,27
20,32
0,43
7,43
16,47
5,23
8,35
19,17
0,32
0,11
10,44
2,0
12,11
11,21
19,30
15,7
24,23
9,8
26,0
14,36
0,2
16,25
4,11
11,7
14,43
0,12
5,44
17,0
0,47
0,29
14,15
11,17
19,41
11,46
10,26
8,10
11,7
11,11
17,4
20,34
0,34
7,8
18,3
0,44
0,11
25,23
8,8
7,6
7,33
24,25
2,32
5,29
14,0
16,46
17,39
0,6
0,34
19,6
15,17
0,7
26,13
10,11
14,32
5,40
2,35
13,0
13,32
15,28
0,11
1,14
2,19
26,24
7,40
15,16
19,47
26,8
13,3
17,19
8,11
10,0
6,41
0,32
0,13
13,16
2,20
20,41
11,31
14,2
4,29
0,24
26,15
1,9
19,42
14,47
19,29
16,6
4,35
0,46
0,0
1,36
7,47
21,32
20,38
5,4
20,5
11,36
0,7
26,43
20,3
26,23
19,34
3,17
0,8
0,11
26,42
7,0
1,27
20,0
26,33
7,0
4,27
4,0
11,34
4,6
22,7
15,34
8,29
2,8
5,40
14,4
21,27
15,25
13,35
21,36
1,0
25,36
0,23
20,34
11,21
20,13
0,31
0,25
0,12
25,34
21,32
0,0
0,0
26,16
26,27
5,6
0,46
20,37
5,19
19,8
11,7
8,11
13,35
3,37
19,11
25,6
4,20
10,0
19,15
24,11
25,11
0,19
19,13
7,11
5,19
10,17
5,38
26,16
0,36
2,12
0,46
8,37
0,0
0,4
8,25
8,21
17,11
10,0
10,11
0,22
5,4
23,13
17,41
13,15
0,0
0,32
26,43
0,0
7,45
21,0
10,42
13,3
0,45
14,44
0,16
0,0
8,10
9,30
8,0
0,0
0,6
7,24
15,23
21,11
21,0
19,28
2,8
8,40
10,9
19,40
12,30
15,14
10,11
0,0
0,40
0,20
15,45
26,37
26,30
16,44
26,41
7,0
24,44
26,3
0,32
10,1
21,10
18,27
11,14
1,8
21,36
4,8
20,32
15,23
0,34
8,25
16,24
0,42
11,4
0,0
19,16
15,43
21,1
14,0
11,36
0,44
26,14
20,0
0,33
26,32
0,34
4,9
0,10
16,15
0,36
15,16
0,28
0,42
13,7
0,12
19,6
21,0
10,22
15,7
6,24
13,37
15,28
13,6
7,40
0,28
0,25
2,13
17,21
14,47
6,1
21,25
14,14
26,45
11,32
8,21
20,6
3,24
0,3
26,28
2,4
7,33
4,39
0,34
3,13
25,40
13,0
0,0
1,0
0,26
6,0
25,30
6,6
26,2
19,35
22,4
21,47
18,37
0,21
3,16
7,19
5,43
0,38
26,44
26,41
17,15
22,11
3,32
0,41
5,43
19,14
4,45
0,43
0,37
0,44
17,39
13,15
4,40
2,13
4,36
0,43
10,43
17,13
0,11
2,11
4,37
1,7
17,34
0,47
15,25
5,16
4,13
10,38
1,0
5,15
21,13
5,35
23,45
17,4
0,33
14,39
23,5
0,13
11,25
8,33
20,24
19,46
14,0
0,15
3,23
0,30
7,10
15,37
2,11
10,0
0,16
0,1
9,14
8,11
0,0
0,38
5,39
24,3
0,11
7,0
0,14
6,31
0,26
17,15
26,43
26,11
1,39
21,11
11,9
0,28
10,32
0,37
13,7
25,27
11,11
0,23
10,24
0,33
14,13
23,5
24,37
0,4
0,15
26,25
0,16
26,14
8,23
8,5
5,32
14,39
0,16
25,16
13,17
2,32
14,47
18,44
0,25
15,39
23,7
26,37
5,14
11,4
21,14
17,28
0,26
16,13
0,38
21,36
21,10
26,16
26,31
25,9
8,1
0,23
23,10
26,23
0,42
14,5
0,46
25,3
7,42
7,40
13,45
1,41
21,40
21,26
26,11
26,20
20,21
14,7
10,39
11,25
1,20
8,32
15,23
15,14
26,13
25,16
0,24
7,15
15,44
3,47
13,0
25,42
7,13
11,44
11,0
13,43
0,23
0,10
1,3
15,39
8,6
17,19
21,23
19,33
26,11
21,32
14,40
7,13
19,17
3,27
23,12
26,36
0,40
2,44
0,47
14,0
11,35
9,1
21,30
13,0
21,36
10,2
17,4
16,43
4,15
4,8
11,15
2,28
17,45
10,25
4,0
0,1
10,46
16,32
20,47
7,29
1,38
17,28
4,0
0,47
11,31
11,10
19,11
0,21
9,16
26,1
26,18
25,27
11,33
26,1
8,21
0,37
9,43
5,20
24,1
21,27
24,21
19,35
17,0
11,16
26,11
25,21
7,2
0,8
21,0
8,5
18,27
0,8
8,36
15,20
17,23
16,13
0,14
17,37
23,14
23,34
19,0
21,7
20,29
20,10
14,43
0,9
8,19
0,21
25,25
2,39
25,0
3,12
8,35
0,19
15,38
0,21
10,1
2,18
17,3
0,8
26,12
5,31
21,21
25,2
11,34
0,20
5,0
0,0
21,14
10,19
2,28
0,44
7,0
25,44
22,44
9,44
0,21
13,45
0,28
3,28
19,43
0,12
0,43
11,15
14,13
0,16
5,16
10,40
1,19
8,29
0,44
7,34
8,14
2,14
17,28
6,21
17,11
0,30
0,45
1,31
7,11
14,25
4,25
0,2
3,25
2,9
15,35
7,16
7,37
4,25
8,45
8,11
10,0
8,5
0,4
6,13
26,44
1,20
13,33
25,34
0,2
8,0
11,44
17,0
19,16
0,0
0,39
22,47
2,4
11,45
10,10
11,37
0,12
0,8
23,26
0,36
0,30
20,47
13,5
21,4
26,23
0,40
8,35
1,20
0,6
6,9
19,30
15,28
8,43
0,27
18,14
10,41
7,7
0,39
8,23
23,3
0,5
4,25
15,23
25,3
18,29
19,20
0,34
4,11
0,0
13,0
13,19
5,19
17,13
4,21
4,40
7,16
12,6
7,11
26,10
26,13
15,44
0,29
25,11
0,12
17,40
1,39
8,14
10,41
17,47
16,28
0,1
0,11
10,46
11,27
3,45
0,42
0,9
7,47
0,4
15,7
4,37
25,35
11,13
2,37
10,39
11,46
0,15
0,11
24,0
17,10
11,14
15,1
17,0
14,11
14,27
14,14
0,0
2,15
11,2
15,11
13,15
24,4
8,41
0,0
13,36
13,25
0,17
6,7
8,28
0,16
4,6
10,6
25,8
0,36
2,38
8,36
6,6
25,11
15,8
22,7
0,30
21,42
11,6
26,44
17,35
2,25
1,5
0,26
26,18
13,6
11,46
4,30
11,39
12,15
0,15
13,16
15,44
8,21
19,4
4,4
14,16
14,31
7,25
1,31
8,35
11,11
21,14
12,11
24,4
0,30
19,20
4,11
20,11
20,28
2,9
12,37
26,0
10,28
0,14
14,12
0,6
24,3
8,39
7,13
0,35
12,8
4,0
24,1
20,32
26,5
7,42
0,37
7,47
25,29
10,47
0,22
17,7
16,37
25,29
4,35
7,0
2,11
13,14
20,47
10,4
17,34
7,28
11,5
3,44
25,27
6,43
23,11
20,33
16,8
24,46
20,30
4,5
14,30
15,20
0,13
8,9
6,22
21,44
14,11
0,43
14,14
12,23
4,19
10,34
15,5
26,43
5,11
26,15
0,0
26,1
10,15
25,0
19,31
19,47
11,39
17,7
4,0
0,19
20,24
2,20
0,0
0,14
0,0
6,36
0,5
0,4
23,8
10,23
25,0
7,10
5,6
3,35
20,7
22,30
8,30
2,0
21,1
0,3
0,9
0,0
9,0
0,36
21,19
0,30
19,12
0,16
24,16
1,2
24,22
8,14
19,0
26,34
2,0
25,19
26,0
26,32
4,8
0,12
24,36
0,22
19,42
26,0
26,0
15,22
0,0
0,3
0,16
0,41
18,14
4,8
0,13
21,46
14,16
0,37
7,12
10,8
3,46
26,43
11,1
0,35
20,18
3,1
22,20
11,1
10,9
1,6
17,28
11,24
13,32
26,5
18,19
23,31
17,3
25,11
8,0
9,1
0,3
14,35
9,0
13,25
8,11
20,11
26,3
20,37
19,0
8,39
19,9
7,2
17,2
0,23
5,3
0,5
2,39
3,43
21,9
19,9
17,9
0,27
19,17
17,46
18,37
6,7
3,46
19,31
0,43
15,38
20,27
8,0
5,41
7,43
12,0
17,45
0,43
0,0
0,11
16,11
8,41
0,7
18,34
10,3
7,12
10,0
20,9
16,0
17,39
11,4
25,29
25,18
25,39
26,16
13,11
7,34
19,44
14,47
20,30
11,43
21,43
11,14
14,4
15,14
0,16
0,30
0,24
6,44
13,41
17,21
8,35
15,23
21,37
1,19
26,34
5,6
1,26
11,41
1,30
0,4
2,6
2,33
17,24
7,0
14,20
5,9
13,11
10,19
10,11
25,12
0,14
21,38
8,45
15,8
10,8
0,39
11,4
21,37
5,33
21,45
13,24
26,11
0,0
20,24
0,36
17,43
3,21
4,12
19,22
4,2
8,41
6,22
0,24
20,47
25,23
23,43
0,47
1,34
13,3
0,23
14,2
0,4
0,15
20,0
12,25
19,0
26,7
6,15
22,36
0,14
17,14
11,41
14,31
11,14
26,14
14,31
8,35
11,43
11,24
26,30
0,44
11,30
13,7
20,43
11,16
19,32
21,11
11,13
11,9
10,14
19,0
7,46
13,0
14,13
0,22
25,36
21,28
13,14
0,33
26,47
0,11
17,47
7,11
19,0
20,42
11,41
19,19
10,37
20,36
0,44
15,15
2,14
2,0
20,0
14,4
19,11
20,26
0,16
25,17
17,21
25,35
8,8
19,36
26,16
5,13
5,2
13,17
20,27
7,9
0,14
21,25
0,16
8,14
5,14
12,30
0,28
26,30
3,43
14,9
26,0
19,4
5,0
0,40
16,4
14,11
5,0
18,20
0,32
1,30
4,12
0,41
4,41
15,37
10,24
7,11
4,9
17,0
0,37
17,0
25,6
0,0
21,36
2,40
25,6
3,28
10,23
7,0
23,1
14,47
24,37
17,16
0,2
21,21
5,24
0,9
8,45
19,18
0,1
0,10
0,20
20,36
5,9
5,15
7,42
7,21
5,31
0,40
11,38
20,0
0,41
20,19
26,7
21,15
19,7
14,12
9,30
19,0
6,1
15,44
7,0
8,37
0,34
13,11
0,11
12,9
12,8
14,32
2,10
25,4
5,23
1,46
13,30
0,38
20,36
17,0
4,4
20,0
0,0
14,18
5,30
5,30
8,24
0,0
0,29
0,10
21,26
3,20
6,5
5,42
1,13
6,2
8,17
19,31
0,0
6,1
0,21
4,18
4,6
21,29
5,26
14,38
19,0
11,31
7,3
0,22
20,34
15,31
5,0
13,47
21,0
16,46
14,15
26,41
19,39
1,36
17,30
20,39
26,0
7,43
1,39
13,41
5,1
0,15
0,43
2,8
11,25
8,37
12,16
20,23
7,18
0,23
14,4
17,20
7,25
25,14
20,28
11,0
25,19
1,0
10,34
0,32
21,35
20,14
3,36
5,39
0,39
15,4
7,40
8,43
23,31
25,7
0,0
15,24
14,6
13,35
0,43
0,28
0,12
0,14
7,20
13,13
26,7
23,18
11,44
0,18
19,33
0,29
13,21
6,11
5,11
14,30
0,45
21,26
17,24
0,16
21,6
25,16
13,0
10,15
26,11
0,0
0,14
8,20
0,14
3,9
9,30
26,16
25,3
15,24
0,11
0,36
18,23
15,20
8,23
8,13
0,18
0,14
10,42
13,43
17,47
7,0
10,4
14,31
0,23
11,16
25,21
5,4
5,39
0,2
23,4
25,9
20,1
21,31
23,15
2,22
2,5
7,0
0,41
2,14
4,41
0,27
10,35
8,4
14,29
8,1
15,22
1,31
4,40
26,11
15,35
0,44
25,11
10,42
14,4
4,22
3,10
10,23
10,26
5,20
24,12
13,34
0,24
25,25
23,25
10,14
5,3
0,45
19,44
25,31
0,0
26,33
11,13
17,1
7,0
16,44
12,18
2,3
4,0
9,27
5,4
26,8
26,6
17,21
8,45
10,19
25,8
26,5
8,17
0,11
21,12
6,11
0,33
19,8
0,5
12,16
24,1
4,0
3,19
4,24
6,29
10,23
20,11
14,39
2,15
17,5
8,32
0,27
2,42
21,6
14,45
0,44
6,42
0,17
13,9
12,13
12,39
10,5
4,34
8,23
4,28
4,37
5,3
7,12
23,33
8,0
13,36
14,30
11,25
0,33
26,43
17,13
0,45
3,43
11,22
21,2
6,1
25,41
5,3
15,18
17,6
11,32
24,45
0,11
20,23
1,46
19,40
14,12
10,47
13,23
19,19
10,6
23,37
10,15
3,44
0,27
0,28
21,29
25,3
25,15
4,5
0,45
17,31
7,2
25,27
4,31
0,14
0,13
1,0
13,43
6,33
0,16
16,44
6,5
3,45
7,5
0,40
3,45
14,3
0,8
0,3
26,47
20,0
4,6
19,1
23,39
26,47
0,7
2,12
21,30
14,3
25,7
17,0
21,16
0,22
4,39
13,0
16,41
26,34
0,41
7,27
11,34
26,36
1,31
2,12
26,11
8,29
22,44
3,39
20,0
1,31
20,45
26,18
8,1
11,0
4,3
0,0
20,41
0,22
0,21
15,0
2,21
14,23
0,26
7,30
8,33
10,44
0,34
19,39
19,11
0,4
26,3
5,3
16,5
5,23
3,15
19,40
21,34
12,14
11,25
19,3
0,16
26,2
0,19
8,34
5,10
19,1
0,31
10,25
3,14
0,9
25,29
19,14
22,9
19,41
20,13
18,4
7,13
22,31
19,34
10,14
20,35
10,32
0,27
26,0
6,46
11,4
5,35
10,19
8,41
6,13
0,21
7,0
0,2
11,0
8,8
8,33
3,14
4,14
12,17
0,39
12,15
16,30
4,31
0,40
26,39
17,47
26,13
15,5
8,14
19,30
0,21
24,36
21,14
25,7
21,21
0,24
16,9
0,35
21,15
10,11
4,7
8,6
15,2
21,21
4,13
0,16
5,6
15,23
7,3
24,30
25,0
26,7
1,3
4,5
13,24
5,0
2,25
14,9
10,21
11,43
14,0
20,0
25,32
19,35
0,21
0,7
8,11
24,32
15,31
16,0
0,38
5,19
17,27
26,11
7,31
10,0
9,11
19,26
21,32
1,18
0,33
0,1
15,44
5,7
6,10
17,32
13,11
0,21
20,18
11,14
13,20
15,1
21,41
0,14
17,8
0,21
6,31
7,19
6,21
17,11
10,24
0,23
0,45
11,18
10,47
3,0
8,13
0,2
15,9
21,41
5,33
26,44
1,27
2,28
25,10
4,0
0,26
5,34
10,34
26,25
21,32
1,47
2,0
15,39
10,9
10,0
2,13
0,4
8,14
4,21
7,11
0,1
0,25
20,37
16,0
0,33
24,35
0,43
26,45
17,11
26,33
14,24
26,21
3,3
10,0
1,4
19,4
14,31
21,23
8,44
4,43
25,43
0,18
19,36
4,45
0,8
0,5
0,46
11,2
8,31
18,18
0,14
8,41
7,45
6,4
0,41
13,0
5,30
20,2
12,23
15,23
17,27
10,25
14,0
26,33
0,13
1,7
26,42
11,39
20,9
8,0
25,21
25,16
6,0
2,7
7,45
5,14
18,2
10,0
10,32
10,24
1,15
5,45
0,13
2,19
5,45
15,28
15,6
15,3
1,0
4,40
26,25
0,12
11,18
5,7
0,4
16,44
0,9
0,0
0,9
16,9
25,14
26,36
19,18
10,29
21,0
26,34
25,8
0,47
13,30
26,0
14,4
0,8
14,24
10,4
15,9
11,30
0,34
5,12
5,13
0,7
25,13
0,34
8,30
15,11
14,0
14,24
26,4
17,47
13,19
0,31
0,26
16,1
0,19
8,0
15,47
0,24
18,30
3,30
8,24
17,34
12,18
8,6
24,41
7,7
11,26
20,18
20,38
21,14
25,11
14,23
0,11
11,23
5,10
0,32
1,27
0,38
0,11
16,4
11,1
2,0
16,41
17,13
0,21
10,0
0,32
19,28
4,36
20,0
17,42
0,30
14,35
4,41
5,45
0,36
13,6
0,0
4,0
10,3
19,11
13,47
8,27
20,7
0,8
21,47
0,36
10,37
0,24
0,44
0,3
24,39
15,36
19,38
8,27
8,22
25,1
16,32
17,28
5,41
7,46
26,44
25,1
0,21
4,32
0,2
1,35
26,40
22,13
0,2
2,8
19,20
10,34
0,24
13,45
5,0
0,33
0,21
10,8
21,21
6,36
0,8
10,47
0,24
0,14
17,36
8,21
14,18
8,11
26,41
8,0
13,13
24,2
21,31
20,10
10,25
0,11
4,4
10,44
8,13
25,0
26,30
5,15
15,2
5,37
15,41
19,26
16,19
4,0
26,24
10,1
19,30
20,34
0,7
13,32
20,40
8,2
0,30
0,0
13,0
10,22
1,0
11,29
23,11
0,20
1,8
17,43
14,0
0,39
0,7
9,13
21,19
4,13
26,0
0,33
10,5
24,45
13,44
14,41
9,39
26,10
3,38
0,19
15,34
16,41
2,20
26,26
26,40
0,11
3,2
26,30
14,22
5,3
5,9
10,1
0,4
0,24
13,0
10,10
10,0
15,32
4,15
17,0
7,2
26,7
0,22
8,11
0,0
25,19
12,40
8,21
23,11
1,13
25,41
0,41
0,0
23,11
11,13
0,34
13,47
8,35
20,22
21,16
18,40
10,27
1,0
25,42
11,8
20,29
19,33
7,34
0,27
23,0
15,40
8,20
10,4
0,39
0,1
15,18
11,0
18,45
26,19
19,45
24,15
16,39
4,28
0,26
0,43
3,0
8,37
13,27
10,44
17,44
2,0
11,3
18,0
0,36
2,6
0,16
4,28
11,33
9,27
26,36
8,13
21,0
17,0
0,7
20,47
15,42
3,29
0,35
7,0
14,34
10,30
14,6
18,8
0,27
0,3
11,37
6,12
20,24
1,1
8,5
14,14
20,0
15,34
0,0
0,31
4,20
14,12
25,27
0,18
7,16
15,24
10,0
0,18
11,0
14,21
15,0
19,0
10,23
11,11
20,11
5,13
15,19
4,39
0,31
26,23
16,41
25,13
5,34
21,28
26,12
21,8
0,6
4,11
21,2
0,15
16,0
21,7
8,1
2,6
0,40
20,2
0,11
13,14
0,15
1,45
0,8
23,8
2,31
4,25
23,15
0,0
2,0
25,16
0,11
16,14
17,3
1,15
0,24
8,45
0,41
14,34
0,46
0,15
0,11
21,1
1,9
0,3
21,36
0,12
13,44
19,27
5,7
7,28
5,15
10,10
2,43
23,36
17,0
0,0
18,4
2,1
12,31
1,21
2,32
9,36
0,13
5,5
7,30
0,40
26,47
4,14
0,35
10,11
20,45
17,10
19,46
21,0
19,13
1,18
20,15
0,32
10,37
4,19
5,41
26,3
0,14
4,14
12,14
26,9
14,0
0,22
4,11
0,35
5,2
4,25
2,8
21,19
14,11
11,9
11,30
7,5
21,26
20,21
23,27
21,32
13,15
0,9
4,37
20,5
0,12
9,3
3,21
6,11
0,21
0,11
20,0
25,38
14,28
11,20
14,28
26,17
13,33
16,0
4,11
14,30
3,28
4,9
8,14
7,36
2,33
11,5
7,7
12,2
0,11
26,35
13,39
26,15
26,3
8,32
19,11
1,11
8,21
5,45
26,16
10,10
0,5
2,11
9,0
25,27
19,35
21,40
8,21
1,8
0,0
16,8
0,9
10,36
0,7
2,2
13,0
14,0
1,10
14,0
5,5
0,18
21,32
24,11
0,9
23,15
4,15
0,26
0,38
8,2
0,33
13,0
4,25
0,45
20,47
0,44
7,40
17,35
4,18
20,6
23,33
9,16
0,37
20,35
21,36
11,12
5,14
17,0
20,0
0,5
2,12
11,14
14,43
26,27
3,19
23,19
7,21
17,16
9,19
3,11
0,25
14,15
14,7
3,35
4,29
0,11
5,17
5,24
7,17
0,36
14,7
23,30
2,8
5,43
24,0
0,23
6,13
21,25
2,16
0,8
13,14
2,9
0,0
5,16
1,33
10,10
0,11
19,18
0,18
7,7
17,0
0,8
23,16
0,14
10,47
10,41
22,19
5,14
16,41
13,11
4,37
20,23
14,12
17,23
7,2
5,23
5,8
10,34
8,16
26,27
3,10
4,9
0,31
25,0
2,0
11,25
21,40
21,2
25,25
10,33
14,19
0,31
10,10
0,23
0,20
0,21
23,28
9,3
10,44
8,28
5,3
0,5
0,8
15,18
14,35
23,45
0,33
4,3
23,45
13,0
23,14
3,34
0,17
26,15
2,22
8,41
23,37
8,44
13,0
7,18
0,11
7,10
23,5
5,6
19,15
21,5
15,4
4,16
1,43
3,0
25,14
15,11
26,23
12,38
19,11
17,0
20,25
1,11
20,14
19,0
0,11
16,15
0,13
0,16
19,7
20,40
2,11
0,0
18,35
5,21
13,12
7,13
21,15
26,32
1,15
26,22
0,26
0,47
16,0
0,2
26,3
6,35
0,33
26,29
26,32
13,39
0,47
8,43
0,18
7,12
11,6
2,41
25,14
4,34
23,47
26,37
24,9
20,32
16,5
26,30
5,27
0,25
4,47
21,2
13,45
25,13
14,30
2,20
26,47
2,6
5,22
0,0
15,13
11,4
4,15
10,34
10,40
26,6
10,2
8,37
0,1
17,47
10,5
19,6
19,2
14,25
5,0
26,0
14,46
0,6
26,0
25,36
0,42
19,11
23,4
23,1
11,33
26,11
9,3
13,24
7,26
5,33
20,9
1,21
0,6
4,37
21,35
14,0
0,47
9,33
26,27
0,6
11,3
0,41
23,9
8,43
14,6
10,0
26,14
7,39
15,45
25,12
8,21
19,29
23,15
23,37
5,12
0,41
13,14
4,30
0,41
2,9
0,11
8,8
3,44
7,26
0,39
1,14
15,11
3,12
21,36
0,12
25,25
5,3
8,0
1,22
25,44
11,25
23,31
16,23
0,25
23,36
0,35
17,11
11,19
0,25
2,33
16,39
4,9
14,34
26,8
16,25
7,15
6,13
14,19
26,41
6,16
12,19
6,27
3,44
20,10
0,2
15,4
16,6
7,33
20,16
8,12
17,23
0,24
0,11
15,2
4,12
0,0
15,13
0,6
4,46
14,47
6,41
0,24
0,24
2,32
4,6
1,0
0,41
14,44
26,5
8,0
19,7
8,11
14,41
23,6
0,0
22,31
17,9
13,13
8,0
22,31
14,47
17,38
21,18
0,23
15,18
12,8
0,34
0,0
1,25
22,35
21,10
21,0
25,0
7,11
25,11
3,45
7,41
0,39
17,32
17,14
26,2
5,2
7,2
5,15
1,11
14,21
7,18
5,4
15,15
8,45
26,23
4,27
7,8
4,33
10,4
17,11
0,9
0,36
16,38
16,27
5,19
3,34
0,33
20,35
0,8
0,0
21,33
0,27
26,3
0,0
0,0
16,28
5,5
0,25
1,0
25,2
19,38
0,0
0,7
19,11
23,22
0,0
4,14
11,37
11,46
4,19
19,10
0,19
0,15
8,0
0,15
10,33
26,3
26,4
1,35
0,5
4,41
5,1
19,34
10,42
11,35
11,11
11,24
16,19
14,11
1,21
19,30
12,4
15,15
12,27
21,0
2,0
1,15
3,11
0,26
7,9
0,11
9,0
5,43
5,30
21,2
7,18
22,35
6,22
11,0
6,39
25,21
21,1
6,15
6,32
0,7
11,11
0,32
0,43
26,44
16,40
13,43
22,12
5,18
0,13
0,36
10,26
0,41
2,38
4,10
11,11
0,5
19,10
2,25
0,44
2,0
0,12
17,18
16,39
3,32
1,47
26,24
25,43
26,5
16,10
13,1
13,31
0,0
21,0
26,3
0,7
8,1
9,19
8,40
17,11
7,43
16,29
11,31
8,5
17,19
8,36
17,35
0,43
21,23
0,14
13,15
8,0
4,47
11,40
12,6
10,22
0,12
11,37
19,0
10,0
23,29
0,34
10,4
26,36
11,25
13,20
0,12
0,43
3,10
0,24
0,19
0,0
7,47
21,39
8,8
11,10
20,6
7,24
11,13
0,5
26,11
0,2
16,30
7,15
6,6
4,27
0,20
25,11
6,45
7,43
5,40
0,16
26,12
6,25
22,24
25,19
26,36
26,4
20,45
26,44
10,40
15,13
16,30
1,18
0,13
7,2
10,14
20,26
3,15
18,0
19,17
1,8
0,19
0,14
21,43
0,11
15,16
16,36
2,22
4,11
26,8
17,35
24,41
0,0
10,14
11,34
4,39
19,33
0,41
5,40
14,2
1,4
0,43
10,37
7,0
2,22
1,37
24,33
8,35
10,41
21,22
7,30
25,2
0,15
15,0
8,11
4,46
15,21
26,31
20,0
0,23
16,35
10,10
26,6
23,11
4,43
0,7
13,12
26,0
24,34
13,0
26,0
14,18
0,22
5,31
22,9
5,11
22,35
26,40
4,30
19,35
19,7
19,28
2,29
14,3
13,7
0,46
3,13
4,29
0,0
0,11
8,16
0,40
17,21
0,27
0,12
0,16
20,0
20,2
20,14
11,44
2,8
23,21
17,0
6,31
26,10
2,39
5,18
4,32
10,45
26,32
0,18
16,39
26,28
0,27
13,2
14,37
3,13
0,25
18,18
13,24
25,13
25,6
5,9
4,8
1,6
0,18
4,17
8,34
5,15
4,0
8,11
5,40
6,0
0,25
16,41
0,41
25,41
17,39
7,0
0,41
11,34
1,45
25,22
21,0
8,8
4,31
26,10
20,2
7,43
19,42
26,28
7,11
0,10
10,37
5,42
8,21
20,19
15,11
8,35
2,7
0,19
8,19
21,31
11,23
8,28
15,3
0,7
7,8
26,42
21,0
0,27
0,41
20,16
26,0
25,38
0,13
25,34
26,14
13,37
22,30
23,0
26,46
5,10
4,10
8,25
9,7
2,15
0,18
20,33
16,11
7,39
6,18
0,18
20,44
0,22
0,0
14,0
5,0
25,22
14,24
0,40
0,14
19,12
14,9
0,0
26,33
20,0
11,46
25,10
14,46
21,0
14,7
14,23
11,23
22,19
15,26
7,11
22,42
20,43
20,0
10,36
15,16
0,2
9,15
7,20
0,6
0,22
0,9
20,16
19,39
0,4
0,7
0,3
11,41
14,40
7,20
23,4
0,11
15,14
15,34
0,39
8,14
2,15
4,6
11,0
10,44
8,41
17,23
21,42
17,27
0,8
21,24
19,6
0,11
2,14
20,21
16,38
3,45
5,6
0,37
5,33
0,9
13,28
26,46
17,31
6,13
8,8
21,15
22,39
4,18
18,4
21,43
16,11
5,25
4,11
3,0
1,14
1,8
12,0
7,16
11,39
9,5
11,7
19,31
11,45
0,17
1,3
0,12
7,37
26,45
25,19
13,18
21,5
0,28
14,43
2,7
26,44
5,43
13,12
3,23
5,45
0,30
13,43
0,13
0,31
8,10
25,0
26,0
0,3
21,39
19,32
3,21
20,4
5,35
15,9
0,12
11,6
9,18
0,5
25,34
4,0
26,10
0,10
13,24
17,31
15,23
11,5
18,4
26,27
25,10
10,46
26,27
2,23
19,38
13,47
1,0
24,36
11,6
11,0
22,36
10,5
16,31
13,43
14,8
0,3
11,41
0,10
0,46
7,5
4,0
2,22
21,1
15,45
11,32
