,Body,name,score,Hand,name,score,Skin,name,score
428,0,a,92796.8,4,lks,92796.8,1,qxq,105507.0
429,3,ss,92796.8,5,x,104396.4,2,qwq,87922.5
430,0,a,92796.8,1,ca,104396.4,2,qwq,87922.5
431,3,ss,92796.8,5,x,104396.4,2,qwq,87922.5
432,0,a,92796.8,1,ca,104396.4,3,qqi,87922.5
433,5,lsad,104396.4,4,lks,92796.8,1,qxq,105507.0
434,0,a,92796.8,1,ca,104396.4,2,qwq,87922.5
435,4,sss,82357.16,0,an,92796.8,3,qqi,87922.5
436,0,a,92796.8,0,an,92796.8,3,qqi,87922.5
437,2,dd,92796.8,3,dda,98596.6,4,qoq,93784.0
438,2,dd,92796.8,1,ca,104396.4,4,qoq,93784.0
439,3,ss,92796.8,4,lks,92796.8,0,qqw,93784.0
440,4,sss,82357.16,1,ca,104396.4,0,qqw,93784.0
441,0,a,92796.8,1,ca,104396.4,4,qoq,93784.0
442,4,sss,82357.16,5,x,104396.4,0,qqw,93784.0
443,4,sss,82357.16,4,lks,92796.8,4,qoq,93784.0
444,5,lsad,104396.4,4,lks,92796.8,2,qwq,87922.5
445,5,lsad,104396.4,5,x,104396.4,1,qxq,105507.0
446,4,sss,82357.16,2,ba,86997.0,0,qqw,93784.0
447,5,lsad,104396.4,2,ba,86997.0,2,qwq,87922.5
448,2,dd,92796.8,0,an,92796.8,0,qqw,93784.0
449,4,sss,82357.16,3,dda,98596.6,0,qqw,93784.0
450,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
451,3,ss,92796.8,5,x,104396.4,4,qoq,93784.0
452,4,sss,82357.16,5,x,104396.4,1,qxq,105507.0
453,0,a,92796.8,1,ca,104396.4,0,qqw,93784.0
454,3,ss,92796.8,3,dda,98596.6,3,qqi,87922.5
455,2,dd,92796.8,5,x,104396.4,1,qxq,105507.0
456,2,dd,92796.8,0,an,92796.8,1,qxq,105507.0
457,0,a,92796.8,3,dda,98596.6,3,qqi,87922.5
458,5,lsad,104396.4,3,dda,98596.6,0,qqw,93784.0
459,2,dd,92796.8,5,x,104396.4,1,qxq,105507.0
460,4,sss,82357.16,0,an,92796.8,1,qxq,105507.0
461,4,sss,82357.16,1,ca,104396.4,4,qoq,93784.0
462,3,ss,92796.8,4,lks,92796.8,3,qqi,87922.5
463,3,ss,92796.8,2,ba,86997.0,4,qoq,93784.0
464,3,ss,92796.8,3,dda,98596.6,2,qwq,87922.5
465,0,a,92796.8,4,lks,92796.8,3,qqi,87922.5
466,3,ss,92796.8,2,ba,86997.0,0,qqw,93784.0
467,5,lsad,104396.4,2,ba,86997.0,0,qqw,93784.0
468,4,sss,82357.16,3,dda,98596.6,2,qwq,87922.5
469,5,lsad,104396.4,4,lks,92796.8,3,qqi,87922.5
470,3,ss,92796.8,2,ba,86997.0,0,qqw,93784.0
471,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
472,2,dd,92796.8,4,lks,92796.8,3,qqi,87922.5
473,5,lsad,104396.4,4,lks,92796.8,3,qqi,87922.5
474,3,ss,92796.8,0,an,92796.8,4,qoq,93784.0
475,0,a,92796.8,0,an,92796.8,3,qqi,87922.5
476,3,ss,92796.8,0,an,92796.8,4,qoq,93784.0
477,0,a,92796.8,2,ba,86997.0,2,qwq,87922.5
478,4,sss,82357.16,4,lks,92796.8,0,qqw,93784.0
479,3,ss,92796.8,2,ba,86997.0,2,qwq,87922.5
480,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
481,5,lsad,104396.4,0,an,92796.8,3,qqi,87922.5
482,4,sss,82357.16,3,dda,98596.6,0,qqw,93784.0
483,0,a,92796.8,4,lks,92796.8,1,qxq,105507.0
484,4,sss,82357.16,0,an,92796.8,3,qqi,87922.5
485,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
486,3,ss,92796.8,4,lks,92796.8,3,qqi,87922.5
487,5,lsad,104396.4,1,ca,104396.4,4,qoq,93784.0
488,4,sss,82357.16,4,lks,92796.8,2,qwq,87922.5
489,4,sss,82357.16,4,lks,92796.8,1,qxq,105507.0
490,3,ss,92796.8,1,ca,104396.4,4,qoq,93784.0
491,4,sss,82357.16,0,an,92796.8,3,qqi,87922.5
492,4,sss,82357.16,4,lks,92796.8,0,qqw,93784.0
493,5,lsad,104396.4,1,ca,104396.4,4,qoq,93784.0
494,4,sss,82357.16,4,lks,92796.8,1,qxq,105507.0
495,2,dd,92796.8,4,lks,92796.8,3,qqi,87922.5
496,2,dd,92796.8,4,lks,92796.8,4,qoq,93784.0
497,0,a,92796.8,0,an,92796.8,4,qoq,93784.0
498,4,sss,82357.16,4,lks,92796.8,2,qwq,87922.5
499,2,dd,92796.8,3,dda,98596.6,1,qxq,105507.0
500,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
501,5,lsad,104396.4,4,lks,92796.8,0,qqw,93784.0
502,0,a,92796.8,2,ba,86997.0,0,qqw,93784.0
503,2,dd,92796.8,1,ca,104396.4,2,qwq,87922.5
504,0,a,92796.8,0,an,92796.8,3,qqi,87922.5
505,2,dd,92796.8,2,ba,86997.0,4,qoq,93784.0
506,3,ss,92796.8,3,dda,98596.6,4,qoq,93784.0
507,2,dd,92796.8,3,dda,98596.6,0,qqw,93784.0
508,5,lsad,104396.4,3,dda,98596.6,2,qwq,87922.5
509,0,a,92796.8,1,ca,104396.4,1,qxq,105507.0
510,2,dd,92796.8,5,x,104396.4,4,qoq,93784.0
511,5,lsad,104396.4,2,ba,86997.0,0,qqw,93784.0
512,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
513,2,dd,92796.8,5,x,104396.4,2,qwq,87922.5
514,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
515,2,dd,92796.8,0,an,92796.8,4,qoq,93784.0
516,2,dd,92796.8,1,ca,104396.4,2,qwq,87922.5
517,0,a,92796.8,2,ba,86997.0,2,qwq,87922.5
518,2,dd,92796.8,3,dda,98596.6,2,qwq,87922.5
519,4,sss,82357.16,1,ca,104396.4,2,qwq,87922.5
520,3,ss,92796.8,1,ca,104396.4,0,qqw,93784.0
521,0,a,92796.8,1,ca,104396.4,4,qoq,93784.0
522,5,lsad,104396.4,2,ba,86997.0,2,qwq,87922.5
523,3,ss,92796.8,3,dda,98596.6,3,qqi,87922.5
524,0,a,92796.8,2,ba,86997.0,3,qqi,87922.5
525,4,sss,82357.16,3,dda,98596.6,1,qxq,105507.0
526,4,sss,82357.16,5,x,104396.4,0,qqw,93784.0
527,3,ss,92796.8,2,ba,86997.0,3,qqi,87922.5
528,3,ss,92796.8,2,ba,86997.0,2,qwq,87922.5
529,2,dd,92796.8,5,x,104396.4,3,qqi,87922.5
530,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
531,0,a,92796.8,1,ca,104396.4,2,qwq,87922.5
532,0,a,92796.8,2,ba,86997.0,2,qwq,87922.5
533,4,sss,82357.16,0,an,92796.8,2,qwq,87922.5
534,3,ss,92796.8,4,lks,92796.8,0,qqw,93784.0
535,2,dd,92796.8,0,an,92796.8,2,qwq,87922.5
536,0,a,92796.8,2,ba,86997.0,3,qqi,87922.5
537,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
538,3,ss,92796.8,3,dda,98596.6,2,qwq,87922.5
539,0,a,92796.8,0,an,92796.8,2,qwq,87922.5
540,2,dd,92796.8,4,lks,92796.8,4,qoq,93784.0
541,2,dd,92796.8,2,ba,86997.0,3,qqi,87922.5
542,3,ss,92796.8,3,dda,98596.6,0,qqw,93784.0
543,4,sss,82357.16,4,lks,92796.8,2,qwq,87922.5
544,5,lsad,104396.4,2,ba,86997.0,2,qwq,87922.5
545,0,a,92796.8,3,dda,98596.6,3,qqi,87922.5
546,4,sss,82357.16,2,ba,86997.0,2,qwq,87922.5
547,2,dd,92796.8,3,dda,98596.6,3,qqi,87922.5
548,2,dd,92796.8,2,ba,86997.0,3,qqi,87922.5
549,3,ss,92796.8,3,dda,98596.6,1,qxq,105507.0
550,4,sss,82357.16,2,ba,86997.0,0,qqw,93784.0
551,3,ss,92796.8,2,ba,86997.0,4,qoq,93784.0
552,2,dd,92796.8,0,an,92796.8,4,qoq,93784.0
553,4,sss,82357.16,5,x,104396.4,0,qqw,93784.0
554,3,ss,92796.8,0,an,92796.8,4,qoq,93784.0
555,5,lsad,104396.4,2,ba,86997.0,4,qoq,93784.0
556,3,ss,92796.8,4,lks,92796.8,0,qqw,93784.0
557,2,dd,92796.8,0,an,92796.8,2,qwq,87922.5
558,2,dd,92796.8,4,lks,92796.8,4,qoq,93784.0
559,3,ss,92796.8,5,x,104396.4,3,qqi,87922.5
560,4,sss,82357.16,4,lks,92796.8,1,qxq,105507.0
561,3,ss,92796.8,0,an,92796.8,3,qqi,87922.5
562,2,dd,92796.8,1,ca,104396.4,2,qwq,87922.5
563,0,a,92796.8,2,ba,86997.0,2,qwq,87922.5
564,4,sss,82357.16,1,ca,104396.4,4,qoq,93784.0
565,4,sss,82357.16,0,an,92796.8,2,qwq,87922.5
566,4,sss,82357.16,1,ca,104396.4,3,qqi,87922.5
567,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
568,5,lsad,104396.4,2,ba,86997.0,2,qwq,87922.5
569,0,a,92796.8,2,ba,86997.0,1,qxq,105507.0
570,0,a,92796.8,2,ba,86997.0,4,qoq,93784.0
571,4,sss,82357.16,2,ba,86997.0,2,qwq,87922.5
572,4,sss,82357.16,1,ca,104396.4,0,qqw,93784.0
573,4,sss,82357.16,0,an,92796.8,3,qqi,87922.5
574,4,sss,82357.16,0,an,92796.8,3,qqi,87922.5
575,5,lsad,104396.4,3,dda,98596.6,4,qoq,93784.0
576,2,dd,92796.8,4,lks,92796.8,1,qxq,105507.0
577,4,sss,82357.16,1,ca,104396.4,0,qqw,93784.0
578,4,sss,82357.16,1,ca,104396.4,4,qoq,93784.0
579,2,dd,92796.8,2,ba,86997.0,3,qqi,87922.5
580,2,dd,92796.8,4,lks,92796.8,0,qqw,93784.0
581,3,ss,92796.8,2,ba,86997.0,4,qoq,93784.0
582,2,dd,92796.8,1,ca,104396.4,3,qqi,87922.5
583,3,ss,92796.8,4,lks,92796.8,2,qwq,87922.5
584,5,lsad,104396.4,0,an,92796.8,0,qqw,93784.0
585,0,a,92796.8,4,lks,92796.8,3,qqi,87922.5
586,2,dd,92796.8,4,lks,92796.8,4,qoq,93784.0
587,2,dd,92796.8,4,lks,92796.8,3,qqi,87922.5
588,2,dd,92796.8,4,lks,92796.8,2,qwq,87922.5
589,2,dd,92796.8,2,ba,86997.0,2,qwq,87922.5
590,4,sss,82357.16,5,x,104396.4,3,qqi,87922.5
591,5,lsad,104396.4,5,x,104396.4,2,qwq,87922.5
592,0,a,92796.8,2,ba,86997.0,0,qqw,93784.0
593,0,a,92796.8,3,dda,98596.6,2,qwq,87922.5
594,3,ss,92796.8,0,an,92796.8,3,qqi,87922.5
595,3,ss,92796.8,3,dda,98596.6,3,qqi,87922.5
596,0,a,92796.8,2,ba,86997.0,3,qqi,87922.5
597,0,a,92796.8,0,an,92796.8,2,qwq,87922.5
598,5,lsad,104396.4,4,lks,92796.8,0,qqw,93784.0
599,4,sss,82357.16,4,lks,92796.8,3,qqi,87922.5
600,0,a,92796.8,4,lks,92796.8,4,qoq,93784.0
601,4,sss,82357.16,3,dda,98596.6,4,qoq,93784.0
602,2,dd,92796.8,4,lks,92796.8,0,qqw,93784.0
603,4,sss,82357.16,0,an,92796.8,1,qxq,105507.0
604,5,lsad,104396.4,0,an,92796.8,3,qqi,87922.5
605,0,a,92796.8,5,x,104396.4,4,qoq,93784.0
606,0,a,92796.8,0,an,92796.8,3,qqi,87922.5
607,2,dd,92796.8,2,ba,86997.0,3,qqi,87922.5
608,2,dd,92796.8,0,an,92796.8,1,qxq,105507.0
609,3,ss,92796.8,4,lks,92796.8,4,qoq,93784.0
610,3,ss,92796.8,4,lks,92796.8,3,qqi,87922.5
611,3,ss,92796.8,4,lks,92796.8,0,qqw,93784.0
612,5,lsad,104396.4,2,ba,86997.0,1,qxq,105507.0
613,0,a,92796.8,2,ba,86997.0,2,qwq,87922.5
614,0,a,92796.8,0,an,92796.8,1,qxq,105507.0
615,2,dd,92796.8,5,x,104396.4,3,qqi,87922.5
616,3,ss,92796.8,3,dda,98596.6,3,qqi,87922.5
617,5,lsad,104396.4,3,dda,98596.6,4,qoq,93784.0
618,2,dd,92796.8,2,ba,86997.0,2,qwq,87922.5
619,3,ss,92796.8,4,lks,92796.8,2,qwq,87922.5
620,0,a,92796.8,3,dda,98596.6,1,qxq,105507.0
621,3,ss,92796.8,4,lks,92796.8,3,qqi,87922.5
622,2,dd,92796.8,0,an,92796.8,3,qqi,87922.5
623,3,ss,92796.8,0,an,92796.8,2,qwq,87922.5
624,3,ss,92796.8,0,an,92796.8,1,qxq,105507.0
625,5,lsad,104396.4,2,ba,86997.0,0,qqw,93784.0
626,4,sss,82357.16,4,lks,92796.8,2,qwq,87922.5
627,0,a,92796.8,2,ba,86997.0,3,qqi,87922.5
628,5,lsad,104396.4,4,lks,92796.8,0,qqw,93784.0
629,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
630,5,lsad,104396.4,5,x,104396.4,2,qwq,87922.5
631,4,sss,82357.16,4,lks,92796.8,1,qxq,105507.0
632,2,dd,92796.8,4,lks,92796.8,4,qoq,93784.0
633,4,sss,82357.16,3,dda,98596.6,2,qwq,87922.5
634,3,ss,92796.8,5,x,104396.4,1,qxq,105507.0
635,2,dd,92796.8,4,lks,92796.8,2,qwq,87922.5
636,3,ss,92796.8,2,ba,86997.0,4,qoq,93784.0
637,1,v,114836.04,3,dda,98596.6,3,qqi,87922.5
638,4,sss,82357.16,5,x,104396.4,3,qqi,87922.5
639,3,ss,92796.8,5,x,104396.4,3,qqi,87922.5
640,2,dd,92796.8,0,an,92796.8,2,qwq,87922.5
641,0,a,92796.8,2,ba,86997.0,0,qqw,93784.0
642,5,lsad,104396.4,2,ba,86997.0,3,qqi,87922.5
643,2,dd,92796.8,2,ba,86997.0,2,qwq,87922.5
644,4,sss,82357.16,4,lks,92796.8,2,qwq,87922.5
645,0,a,92796.8,0,an,92796.8,2,qwq,87922.5
646,2,dd,92796.8,2,ba,86997.0,4,qoq,93784.0
647,3,ss,92796.8,3,dda,98596.6,3,qqi,87922.5
648,0,a,92796.8,2,ba,86997.0,3,qqi,87922.5
649,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
650,0,a,92796.8,2,ba,86997.0,4,qoq,93784.0
651,0,a,92796.8,1,ca,104396.4,0,qqw,93784.0
652,4,sss,82357.16,5,x,104396.4,1,qxq,105507.0
653,3,ss,92796.8,2,ba,86997.0,0,qqw,93784.0
654,4,sss,82357.16,0,an,92796.8,4,qoq,93784.0
655,2,dd,92796.8,2,ba,86997.0,0,qqw,93784.0
656,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
657,4,sss,82357.16,1,ca,104396.4,0,qqw,93784.0
658,0,a,92796.8,0,an,92796.8,0,qqw,93784.0
659,4,sss,82357.16,3,dda,98596.6,4,qoq,93784.0
660,4,sss,82357.16,4,lks,92796.8,4,qoq,93784.0
661,0,a,92796.8,3,dda,98596.6,4,qoq,93784.0
662,4,sss,82357.16,3,dda,98596.6,2,qwq,87922.5
663,4,sss,82357.16,2,ba,86997.0,2,qwq,87922.5
664,0,a,92796.8,2,ba,86997.0,3,qqi,87922.5
665,5,lsad,104396.4,0,an,92796.8,2,qwq,87922.5
666,2,dd,92796.8,0,an,92796.8,3,qqi,87922.5
667,4,sss,82357.16,0,an,92796.8,1,qxq,105507.0
668,2,dd,92796.8,0,an,92796.8,4,qoq,93784.0
669,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
670,4,sss,82357.16,4,lks,92796.8,3,qqi,87922.5
671,4,sss,82357.16,2,ba,86997.0,2,qwq,87922.5
672,2,dd,92796.8,4,lks,92796.8,0,qqw,93784.0
673,5,lsad,104396.4,0,an,92796.8,4,qoq,93784.0
674,2,dd,92796.8,4,lks,92796.8,3,qqi,87922.5
675,4,sss,82357.16,4,lks,92796.8,2,qwq,87922.5
676,3,ss,92796.8,4,lks,92796.8,3,qqi,87922.5
677,5,lsad,104396.4,4,lks,92796.8,2,qwq,87922.5
678,0,a,92796.8,2,ba,86997.0,3,qqi,87922.5
679,5,lsad,104396.4,2,ba,86997.0,2,qwq,87922.5
680,4,sss,82357.16,0,an,92796.8,3,qqi,87922.5
681,0,a,92796.8,0,an,92796.8,1,qxq,105507.0
682,2,dd,92796.8,5,x,104396.4,3,qqi,87922.5
683,2,dd,92796.8,0,an,92796.8,0,qqw,93784.0
684,3,ss,92796.8,1,ca,104396.4,4,qoq,93784.0
685,0,a,92796.8,4,lks,92796.8,4,qoq,93784.0
686,5,lsad,104396.4,3,dda,98596.6,1,qxq,105507.0
687,2,dd,92796.8,3,dda,98596.6,2,qwq,87922.5
688,4,sss,82357.16,2,ba,86997.0,0,qqw,93784.0
689,2,dd,92796.8,1,ca,104396.4,2,qwq,87922.5
690,5,lsad,104396.4,2,ba,86997.0,2,qwq,87922.5
691,0,a,92796.8,5,x,104396.4,2,qwq,87922.5
692,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
693,4,sss,82357.16,2,ba,86997.0,4,qoq,93784.0
694,3,ss,92796.8,4,lks,92796.8,3,qqi,87922.5
695,4,sss,82357.16,0,an,92796.8,2,qwq,87922.5
696,0,a,92796.8,1,ca,104396.4,4,qoq,93784.0
697,3,ss,92796.8,3,dda,98596.6,4,qoq,93784.0
698,0,a,92796.8,5,x,104396.4,4,qoq,93784.0
699,4,sss,82357.16,3,dda,98596.6,0,qqw,93784.0
700,2,dd,92796.8,5,x,104396.4,3,qqi,87922.5
701,3,ss,92796.8,1,ca,104396.4,2,qwq,87922.5
702,4,sss,82357.16,3,dda,98596.6,0,qqw,93784.0
703,3,ss,92796.8,0,an,92796.8,0,qqw,93784.0
704,2,dd,92796.8,1,ca,104396.4,2,qwq,87922.5
705,0,a,92796.8,0,an,92796.8,2,qwq,87922.5
706,4,sss,82357.16,4,lks,92796.8,4,qoq,93784.0
707,0,a,92796.8,3,dda,98596.6,2,qwq,87922.5
708,5,lsad,104396.4,2,ba,86997.0,3,qqi,87922.5
709,4,sss,82357.16,3,dda,98596.6,0,qqw,93784.0
710,2,dd,92796.8,2,ba,86997.0,1,qxq,105507.0
711,4,sss,82357.16,2,ba,86997.0,2,qwq,87922.5
712,0,a,92796.8,5,x,104396.4,2,qwq,87922.5
713,0,a,92796.8,4,lks,92796.8,3,qqi,87922.5
714,3,ss,92796.8,1,ca,104396.4,1,qxq,105507.0
715,4,sss,82357.16,0,an,92796.8,2,qwq,87922.5
716,3,ss,92796.8,2,ba,86997.0,3,qqi,87922.5
717,0,a,92796.8,2,ba,86997.0,2,qwq,87922.5
718,4,sss,82357.16,4,lks,92796.8,2,qwq,87922.5
719,2,dd,92796.8,3,dda,98596.6,3,qqi,87922.5
720,4,sss,82357.16,4,lks,92796.8,4,qoq,93784.0
721,4,sss,82357.16,4,lks,92796.8,2,qwq,87922.5
722,2,dd,92796.8,2,ba,86997.0,4,qoq,93784.0
723,2,dd,92796.8,4,lks,92796.8,3,qqi,87922.5
724,4,sss,82357.16,0,an,92796.8,2,qwq,87922.5
725,2,dd,92796.8,4,lks,92796.8,4,qoq,93784.0
726,5,lsad,104396.4,5,x,104396.4,2,qwq,87922.5
727,2,dd,92796.8,3,dda,98596.6,1,qxq,105507.0
728,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
729,2,dd,92796.8,1,ca,104396.4,3,qqi,87922.5
730,2,dd,92796.8,0,an,92796.8,0,qqw,93784.0
731,3,ss,92796.8,1,ca,104396.4,4,qoq,93784.0
732,2,dd,92796.8,4,lks,92796.8,4,qoq,93784.0
733,4,sss,82357.16,0,an,92796.8,3,qqi,87922.5
734,4,sss,82357.16,4,lks,92796.8,0,qqw,93784.0
735,3,ss,92796.8,2,ba,86997.0,2,qwq,87922.5
736,4,sss,82357.16,4,lks,92796.8,4,qoq,93784.0
737,3,ss,92796.8,2,ba,86997.0,0,qqw,93784.0
738,5,lsad,104396.4,4,lks,92796.8,2,qwq,87922.5
739,0,a,92796.8,2,ba,86997.0,4,qoq,93784.0
740,4,sss,82357.16,2,ba,86997.0,0,qqw,93784.0
741,0,a,92796.8,2,ba,86997.0,2,qwq,87922.5
742,4,sss,82357.16,2,ba,86997.0,1,qxq,105507.0
743,4,sss,82357.16,5,x,104396.4,2,qwq,87922.5
744,4,sss,82357.16,0,an,92796.8,0,qqw,93784.0
745,0,a,92796.8,0,an,92796.8,3,qqi,87922.5
746,3,ss,92796.8,1,ca,104396.4,0,qqw,93784.0
747,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
748,0,a,92796.8,0,an,92796.8,4,qoq,93784.0
749,2,dd,92796.8,3,dda,98596.6,4,qoq,93784.0
750,2,dd,92796.8,1,ca,104396.4,4,qoq,93784.0
751,0,a,92796.8,1,ca,104396.4,3,qqi,87922.5
752,3,ss,92796.8,4,lks,92796.8,3,qqi,87922.5
753,4,sss,82357.16,1,ca,104396.4,4,qoq,93784.0
754,3,ss,92796.8,1,ca,104396.4,3,qqi,87922.5
755,0,a,92796.8,4,lks,92796.8,0,qqw,93784.0
756,5,lsad,104396.4,0,an,92796.8,1,qxq,105507.0
757,3,ss,92796.8,4,lks,92796.8,2,qwq,87922.5
758,1,v,114836.04,3,dda,98596.6,3,qqi,87922.5
759,2,dd,92796.8,0,an,92796.8,2,qwq,87922.5
760,0,a,92796.8,1,ca,104396.4,2,qwq,87922.5
761,4,sss,82357.16,5,x,104396.4,3,qqi,87922.5
762,2,dd,92796.8,0,an,92796.8,0,qqw,93784.0
763,2,dd,92796.8,2,ba,86997.0,2,qwq,87922.5
764,2,dd,92796.8,0,an,92796.8,2,qwq,87922.5
765,4,sss,82357.16,0,an,92796.8,4,qoq,93784.0
766,0,a,92796.8,5,x,104396.4,2,qwq,87922.5
767,3,ss,92796.8,4,lks,92796.8,1,qxq,105507.0
768,3,ss,92796.8,1,ca,104396.4,4,qoq,93784.0
769,0,a,92796.8,2,ba,86997.0,4,qoq,93784.0
770,0,a,92796.8,4,lks,92796.8,0,qqw,93784.0
771,0,a,92796.8,4,lks,92796.8,3,qqi,87922.5
772,4,sss,82357.16,4,lks,92796.8,2,qwq,87922.5
773,3,ss,92796.8,0,an,92796.8,2,qwq,87922.5
774,2,dd,92796.8,3,dda,98596.6,3,qqi,87922.5
775,4,sss,82357.16,5,x,104396.4,4,qoq,93784.0
776,5,lsad,104396.4,1,ca,104396.4,2,qwq,87922.5
777,5,lsad,104396.4,3,dda,98596.6,3,qqi,87922.5
778,5,lsad,104396.4,4,lks,92796.8,0,qqw,93784.0
779,0,a,92796.8,3,dda,98596.6,0,qqw,93784.0
780,5,lsad,104396.4,0,an,92796.8,3,qqi,87922.5
781,2,dd,92796.8,0,an,92796.8,1,qxq,105507.0
782,2,dd,92796.8,3,dda,98596.6,2,qwq,87922.5
783,2,dd,92796.8,0,an,92796.8,2,qwq,87922.5
784,2,dd,92796.8,3,dda,98596.6,3,qqi,87922.5
785,3,ss,92796.8,5,x,104396.4,4,qoq,93784.0
786,4,sss,82357.16,0,an,92796.8,0,qqw,93784.0
787,0,a,92796.8,3,dda,98596.6,2,qwq,87922.5
788,3,ss,92796.8,0,an,92796.8,4,qoq,93784.0
789,0,a,92796.8,4,lks,92796.8,4,qoq,93784.0
790,4,sss,82357.16,2,ba,86997.0,1,qxq,105507.0
791,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
792,2,dd,92796.8,1,ca,104396.4,4,qoq,93784.0
793,4,sss,82357.16,0,an,92796.8,3,qqi,87922.5
794,2,dd,92796.8,1,ca,104396.4,1,qxq,105507.0
795,5,lsad,104396.4,2,ba,86997.0,3,qqi,87922.5
796,2,dd,92796.8,4,lks,92796.8,4,qoq,93784.0
797,2,dd,92796.8,2,ba,86997.0,2,qwq,87922.5
798,4,sss,82357.16,5,x,104396.4,1,qxq,105507.0
799,4,sss,82357.16,2,ba,86997.0,0,qqw,93784.0
800,3,ss,92796.8,1,ca,104396.4,3,qqi,87922.5
801,4,sss,82357.16,0,an,92796.8,4,qoq,93784.0
802,4,sss,82357.16,5,x,104396.4,2,qwq,87922.5
803,0,a,92796.8,4,lks,92796.8,2,qwq,87922.5
804,5,lsad,104396.4,3,dda,98596.6,4,qoq,93784.0
805,4,sss,82357.16,4,lks,92796.8,0,qqw,93784.0
806,4,sss,82357.16,2,ba,86997.0,0,qqw,93784.0
807,0,a,92796.8,2,ba,86997.0,2,qwq,87922.5
808,0,a,92796.8,0,an,92796.8,3,qqi,87922.5
809,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
810,2,dd,92796.8,2,ba,86997.0,4,qoq,93784.0
811,2,dd,92796.8,2,ba,86997.0,0,qqw,93784.0
812,2,dd,92796.8,3,dda,98596.6,2,qwq,87922.5
813,0,a,92796.8,5,x,104396.4,2,qwq,87922.5
814,0,a,92796.8,2,ba,86997.0,0,qqw,93784.0
815,3,ss,92796.8,2,ba,86997.0,3,qqi,87922.5
816,0,a,92796.8,3,dda,98596.6,3,qqi,87922.5
817,4,sss,82357.16,0,an,92796.8,0,qqw,93784.0
818,4,sss,82357.16,2,ba,86997.0,0,qqw,93784.0
819,4,sss,82357.16,2,ba,86997.0,3,qqi,87922.5
820,3,ss,92796.8,1,ca,104396.4,0,qqw,93784.0
821,1,v,114836.04,2,ba,86997.0,2,qwq,87922.5
822,4,sss,82357.16,3,dda,98596.6,3,qqi,87922.5
823,0,a,92796.8,0,an,92796.8,0,qqw,93784.0
824,2,dd,92796.8,0,an,92796.8,0,qqw,93784.0
825,3,ss,92796.8,2,ba,86997.0,1,qxq,105507.0
826,0,a,92796.8,2,ba,86997.0,0,qqw,93784.0
827,2,dd,92796.8,3,dda,98596.6,4,qoq,93784.0
828,2,dd,92796.8,0,an,92796.8,0,qqw,93784.0
829,4,sss,82357.16,0,an,92796.8,2,qwq,87922.5
830,4,sss,82357.16,0,an,92796.8,2,qwq,87922.5
831,3,ss,92796.8,4,lks,92796.8,2,qwq,87922.5
832,4,sss,82357.16,5,x,104396.4,1,qxq,105507.0
833,3,ss,92796.8,4,lks,92796.8,0,qqw,93784.0
834,2,dd,92796.8,2,ba,86997.0,3,qqi,87922.5
835,3,ss,92796.8,5,x,104396.4,2,qwq,87922.5
836,4,sss,82357.16,3,dda,98596.6,4,qoq,93784.0
837,2,dd,92796.8,5,x,104396.4,2,qwq,87922.5
838,4,sss,82357.16,0,an,92796.8,4,qoq,93784.0
839,3,ss,92796.8,5,x,104396.4,3,qqi,87922.5
840,0,a,92796.8,2,ba,86997.0,0,qqw,93784.0
841,3,ss,92796.8,1,ca,104396.4,1,qxq,105507.0
842,3,ss,92796.8,3,dda,98596.6,1,qxq,105507.0
843,5,lsad,104396.4,1,ca,104396.4,4,qoq,93784.0
844,4,sss,82357.16,2,ba,86997.0,2,qwq,87922.5
845,2,dd,92796.8,3,dda,98596.6,4,qoq,93784.0
846,3,ss,92796.8,0,an,92796.8,2,qwq,87922.5
847,2,dd,92796.8,3,dda,98596.6,0,qqw,93784.0
848,2,dd,92796.8,1,ca,104396.4,0,qqw,93784.0
849,3,ss,92796.8,3,dda,98596.6,1,qxq,105507.0
850,3,ss,92796.8,0,an,92796.8,0,qqw,93784.0
851,5,lsad,104396.4,4,lks,92796.8,2,qwq,87922.5
852,0,a,92796.8,4,lks,92796.8,4,qoq,93784.0
853,4,sss,82357.16,1,ca,104396.4,3,qqi,87922.5
854,4,sss,82357.16,0,an,92796.8,2,qwq,87922.5
855,2,dd,92796.8,2,ba,86997.0,3,qqi,87922.5
