Body,Body_color
23,4
1,39
25,8
21,2
19,10
5,6
3,5
4,1
2,1
13,8
18,6
5,2
2,1
10,5
25,6
21,5
23,4
24,7
21,4
1,50
7,3
10,8
1,23
6,7
24,6
21,5
1,17
33,8
32,2
1,28
10,10
31,2
6,1
33,7
15,7
4,9
30,10
25,10
19,4
25,13
2,3
27,2
6,6
13,2
28,4
7,7
1,16
28,4
32,1
32,9
22,3
18,2
1,10
9,6
12,2
2,7
29,6
13,9
19,5
14,4
24,4
12,1
23,2
19,1
13,8
20,7
11,11
21,7
23,4
24,4
9,9
1,19
1,34
32,8
5,5
28,4
15,5
31,10
34,1
33,1
34,1
13,9
1,3
19,3
32,7
31,6
1,44
5,1
1,10
7,9
11,2
19,2
29,1
9,8
1,3
10,3
6,3
33,2
32,10
28,3
19,3
6,3
2,9
29,5
25,10
10,3
9,9
3,10
32,1
3,7
3,13
20,3
15,7
12,3
9,3
3,16
32,1
1,32
6,1
4,3
13,6
24,3
18,5
20,5
1,2
12,1
1,5
19,1
30,6
3,8
1,1
1,21
4,12
25,10
5,6
5,2
6,6
32,1
3,1
19,7
3,5
26,1
1,46
33,1
19,5
34,6
4,2
32,2
1,10
23,5
18,11
2,6
18,8
10,13
1,14
25,7
22,2
1,1
22,2
29,1
22,2
1,26
34,6
1,34
32,3
1,40
1,21
1,58
25,10
33,6
5,3
34,5
18,2
5,5
29,8
21,3
21,2
25,8
5,6
9,9
25,7
6,6
5,6
1,21
33,3
32,2
19,9
3,19
31,7
3,1
25,1
7,4
13,3
9,2
2,7
31,8
9,6
2,4
30,7
29,1
9,10
1,18
25,5
30,10
34,7
1,50
10,10
3,3
5,5
18,7
1,2
19,5
34,8
13,5
1,43
8,3
34,8
10,7
24,4
21,7
10,12
13,1
1,4
18,11
15,2
25,11
19,3
2,2
9,8
12,2
1,7
19,9
6,3
25,11
31,9
3,8
28,4
19,3
1,10
32,9
15,2
1,59
19,5
28,3
27,2
31,4
10,12
30,6
11,6
34,8
32,3
25,7
1,41
1,15
3,5
29,1
3,12
19,1
23,4
20,4
33,5
31,10
33,4
15,3
13,9
6,5
3,16
32,10
20,7
28,2
14,4
25,10
10,2
5,2
30,8
29,7
9,1
15,6
1,46
7,4
25,12
1,34
30,8
14,2
32,8
1,53
25,10
1,36
33,3
3,16
5,5
31,11
25,11
22,5
28,3
7,6
4,2
15,8
24,2
13,1
5,6
32,9
1,45
10,3
14,3
2,13
13,9
32,2
10,3
34,2
1,23
10,6
18,1
15,3
10,13
1,18
32,7
14,5
33,9
28,3
1,45
14,3
2,2
29,2
31,3
14,2
23,4
23,6
1,29
33,7
28,4
13,5
21,4
31,2
34,7
1,57
1,14
6,5
32,4
34,2
1,1
33,7
19,12
3,5
22,5
2,2
1,52
25,1
32,9
29,8
10,11
30,2
9,10
32,7
1,34
1,11
30,3
3,12
6,7
1,20
11,6
4,3
3,15
2,9
1,40
3,3
34,9
1,20
30,5
24,6
3,5
14,4
20,6
21,6
3,10
1,1
3,5
1,10
3,15
29,5
24,4
15,1
1,5
33,8
28,1
15,2
10,3
19,3
18,4
1,14
34,6
34,10
19,9
25,7
1,53
1,24
33,2
15,3
15,1
10,3
12,1
25,10
1,32
14,2
9,5
32,5
15,2
1,57
10,1
22,2
28,4
19,5
24,3
3,7
28,4
6,3
30,9
28,1
3,14
5,6
15,7
3,10
3,2
32,8
5,6
3,7
1,29
7,6
11,1
3,10
1,48
5,3
6,7
19,8
20,6
22,6
6,6
20,7
7,9
1,14
33,6
22,2
14,2
1,12
32,10
34,7
30,6
20,7
3,2
24,5
21,2
30,8
10,1
2,3
5,5
15,8
7,9
5,3
32,8
17,1
29,2
15,8
5,5
5,2
24,4
2,10
1,15
31,7
3,15
5,5
4,11
21,6
2,1
22,2
3,5
29,3
3,5
1,10
13,3
19,5
30,9
18,5
1,15
19,7
5,3
1,34
31,6
19,7
15,5
18,8
19,11
3,14
5,1
1,34
25,11
25,6
1,6
34,5
1,45
1,55
3,5
15,7
32,8
1,1
32,9
32,5
13,9
1,8
34,9
5,6
1,28
34,1
33,4
4,3
33,2
25,14
15,2
1,4
22,1
3,1
3,20
10,3
29,10
1,15
15,7
12,1
33,1
34,3
13,8
13,5
7,2
3,7
3,5
6,6
15,3
32,11
33,9
1,21
25,7
20,6
5,2
6,7
25,9
27,2
25,10
29,3
1,10
2,14
1,47
31,10
9,7
33,8
1,14
34,9
3,13
15,7
9,8
23,2
13,6
1,14
10,11
21,7
13,7
32,6
32,5
29,5
30,3
10,3
3,7
1,49
1,34
3,3
5,3
13,3
2,1
13,6
11,10
19,2
4,8
18,11
33,8
7,3
18,2
5,3
3,5
33,9
32,6
31,8
20,5
4,12
6,6
20,6
27,1
29,8
23,3
28,2
32,1
27,2
23,7
1,2
11,8
1,19
34,7
13,1
1,34
23,4
1,21
1,34
6,6
33,9
32,3
1,8
6,7
18,9
5,5
6,1
3,7
1,24
13,2
25,7
32,9
34,4
27,3
3,3
7,8
10,12
19,10
6,2
1,24
27,3
10,5
29,7
7,9
30,8
25,1
1,2
30,10
5,1
5,5
25,1
30,6
21,4
10,3
32,8
1,33
3,4
23,7
32,9
23,2
11,4
16,1
1,21
18,8
25,11
10,15
1,8
24,6
3,3
31,1
5,6
32,7
21,4
32,1
23,4
1,10
3,7
6,6
4,7
18,12
14,6
14,5
24,2
25,2
14,6
18,7
25,7
32,6
13,6
27,2
32,1
7,2
4,1
25,5
1,23
30,2
31,6
1,21
34,9
29,8
18,11
31,10
13,3
31,1
24,5
1,15
19,11
9,4
20,4
2,9
33,6
2,4
5,6
9,6
34,1
1,41
22,2
32,6
10,8
3,1
5,6
10,5
29,3
24,3
1,51
20,4
1,50
1,18
33,5
2,1
23,4
18,4
27,2
30,8
13,2
32,1
32,8
32,10
19,5
32,6
23,3
19,8
5,5
30,10
12,4
18,9
1,6
1,15
19,5
1,34
22,3
30,9
14,5
20,7
28,3
3,7
2,6
3,1
32,2
23,7
19,7
18,7
9,7
9,6
32,6
3,7
20,4
1,43
3,7
9,2
1,5
20,3
15,3
21,2
19,12
8,3
27,2
29,2
30,10
3,1
1,57
3,1
34,7
18,2
2,5
32,8
1,10
23,4
9,9
1,2
31,3
9,1
1,14
1,9
33,3
33,5
25,2
29,3
2,6
7,1
32,7
31,9
10,7
1,7
33,8
1,23
1,3
11,10
20,3
31,11
5,5
3,16
11,9
1,39
1,27
31,3
33,7
7,7
28,4
1,15
10,3
6,3
3,8
29,6
9,3
3,12
25,1
18,8
5,3
7,9
29,3
29,7
30,9
32,1
5,5
15,7
11,5
7,1
32,10
18,8
28,4
1,59
32,5
14,5
32,10
5,2
14,1
19,7
1,40
21,4
14,5
25,12
32,7
1,37
34,7
29,8
20,5
25,2
1,54
30,10
29,6
34,2
22,5
1,54
10,11
5,1
7,5
33,3
19,3
33,9
1,2
1,6
1,30
6,7
19,2
21,4
3,3
18,2
30,6
5,6
32,1
31,10
19,8
7,1
34,2
1,10
1,10
5,2
23,3
18,4
1,23
1,21
20,7
31,8
33,2
3,7
7,6
11,9
3,10
7,7
25,12
20,3
3,8
34,6
18,4
19,3
32,7
10,3
22,6
22,3
29,6
14,4
25,3
31,9
1,33
24,7
32,5
1,42
1,42
24,4
5,3
19,4
32,9
23,3
32,8
5,6
19,3
5,1
5,6
12,5
28,4
3,6
1,23
20,2
7,9
34,6
1,21
13,9
10,2
1,34
1,58
33,6
1,16
25,10
28,3
19,1
3,10
7,9
22,6
13,4
3,10
9,6
10,4
32,9
1,25
1,57
1,13
32,10
4,6
32,7
22,5
19,1
22,5
27,4
1,15
5,5
27,4
5,6
9,4
18,4
14,4
13,5
6,6
15,1
17,1
2,4
11,1
19,10
10,15
2,9
34,7
5,5
31,8
3,3
15,2
11,7
1,34
15,3
25,2
33,2
1,24
25,2
25,6
1,34
13,2
32,7
3,5
32,10
29,5
23,4
14,1
1,21
3,2
25,3
10,1
3,18
25,10
1,54
1,10
22,3
31,9
23,5
33,2
25,6
21,4
34,4
19,2
5,1
11,5
1,34
31,10
19,3
3,11
29,10
5,1
3,15
3,3
1,1
3,10
27,3
29,7
30,2
34,3
25,6
32,1
34,9
19,5
5,5
1,25
25,1
12,1
3,7
19,7
1,22
10,11
25,2
1,20
14,3
1,42
1,42
32,7
11,8
5,1
20,4
32,4
22,6
3,5
2,7
19,1
34,4
10,8
1,2
3,5
34,4
5,5
10,4
22,2
23,5
1,41
1,1
27,2
1,17
4,3
18,10
31,1
1,40
9,7
11,8
21,7
9,4
24,5
1,49
17,1
1,57
1,12
7,7
9,10
13,7
1,37
1,10
34,5
11,4
22,2
18,3
32,1
19,1
11,5
31,9
31,10
25,2
28,4
24,5
1,10
21,6
31,2
22,3
32,9
19,3
5,6
27,1
25,11
1,6
3,3
23,6
22,2
13,4
1,24
19,10
34,3
1,22
1,3
1,14
6,5
27,1
3,20
5,1
2,8
28,1
6,6
11,9
32,7
34,6
32,8
34,2
13,2
15,3
28,1
5,6
10,10
25,11
22,2
31,9
1,11
3,9
31,8
1,1
28,2
3,7
3,3
3,3
7,2
5,1
21,4
33,4
33,4
11,11
21,4
2,4
7,2
19,7
10,7
3,6
33,7
12,1
10,10
19,9
30,9
19,3
19,1
1,6
10,12
3,3
25,7
9,9
21,2
33,2
2,1
4,3
28,2
4,6
22,5
1,34
31,6
1,10
13,2
32,1
6,5
15,8
22,1
1,31
24,6
1,6
34,2
11,11
1,19
1,10
24,4
20,6
1,5
5,5
4,1
3,10
32,8
22,3
14,5
34,5
22,4
34,4
19,3
32,8
23,2
6,6
3,3
2,7
22,2
27,4
18,6
20,1
1,1
29,3
33,6
33,8
6,7
1,18
5,3
6,6
25,7
27,5
2,8
5,2
32,6
22,5
15,7
13,1
25,8
23,7
1,55
3,18
34,5
18,7
2,1
20,3
1,15
1,50
1,18
32,4
31,8
5,5
11,4
30,2
3,7
3,12
5,1
1,24
19,10
15,3
30,10
2,1
32,3
29,1
29,10
3,14
3,7
32,10
18,10
28,3
10,16
3,2
19,3
5,5
6,6
19,5
19,3
8,2
31,8
11,5
4,8
3,5
1,6
14,4
5,3
1,29
3,3
2,8
23,4
4,6
4,12
1,6
33,2
19,7
1,35
11,11
24,4
19,9
6,5
14,6
33,2
11,9
1,52
11,6
29,8
11,9
1,6
31,6
25,2
25,12
33,5
24,7
33,5
14,4
32,5
31,6
9,10
3,5
31,10
21,7
19,1
31,1
32,3
5,3
30,7
24,7
14,2
32,8
1,29
1,28
24,7
30,9
33,1
25,8
28,3
28,4
34,10
19,5
15,2
2,13
25,3
31,9
3,1
7,8
14,4
6,1
31,10
3,1
1,14
1,2
14,2
20,6
33,4
14,3
6,6
22,3
29,7
2,11
11,3
25,1
32,6
25,11
24,3
10,3
10,6
1,2
25,3
30,2
29,7
22,2
3,5
4,1
30,2
27,1
29,9
11,9
1,2
1,6
22,5
24,4
9,10
21,2
1,43
25,4
1,28
1,51
29,7
18,11
3,5
34,3
19,3
1,2
24,4
1,20
31,10
11,3
19,8
30,3
18,7
32,8
19,1
23,7
1,14
7,3
20,7
1,10
21,4
5,5
5,5
34,4
31,3
31,7
19,5
34,5
6,6
5,3
29,1
25,6
29,2
25,13
19,3
1,21
2,9
23,3
25,8
1,5
25,7
34,5
1,10
31,10
25,6
29,8
3,7
5,6
31,8
10,10
3,5
32,8
1,22
1,8
10,10
1,1
2,3
15,4
31,8
15,5
1,5
1,8
1,29
31,8
3,5
18,7
23,2
32,7
25,5
22,5
3,3
27,4
1,2
1,6
25,11
3,7
18,3
29,7
10,10
31,11
32,2
6,3
23,4
27,1
3,5
19,2
29,1
34,3
33,9
32,9
24,4
1,34
27,1
22,1
3,2
21,6
15,7
1,15
7,3
24,1
4,4
31,10
3,2
4,4
3,18
3,13
31,3
31,6
1,27
18,2
1,41
1,16
13,8
1,6
32,1
1,14
20,6
10,7
20,3
3,6
33,9
19,2
3,15
22,2
3,10
6,1
25,3
33,1
33,2
15,8
20,7
28,1
22,1
6,6
3,4
15,2
22,2
11,7
31,6
19,5
3,10
2,11
19,9
2,3
1,15
15,5
28,3
14,2
34,1
21,2
32,10
2,11
23,2
5,1
23,2
10,1
4,6
32,10
8,1
11,8
23,2
20,5
12,5
5,1
1,38
3,6
28,1
19,5
1,37
34,3
13,6
31,8
1,40
10,8
1,29
5,6
12,2
9,8
10,7
25,3
25,10
19,1
19,10
1,34
29,2
3,16
6,1
1,57
27,2
31,11
18,5
4,11
10,14
34,1
18,4
10,3
6,7
12,1
9,10
6,5
34,2
1,6
1,43
16,1
11,4
9,9
10,5
1,4
27,1
2,11
14,4
13,9
24,4
18,5
1,8
13,4
21,7
22,2
3,6
14,1
3,10
19,4
15,2
19,5
1,30
19,1
22,1
13,9
31,8
25,7
31,8
1,56
1,51
19,8
29,6
21,3
15,4
13,9
1,3
2,3
18,5
27,1
21,7
25,13
1,31
20,5
32,7
20,6
14,2
6,6
2,3
1,34
34,1
28,2
25,10
4,6
13,4
7,3
1,55
33,7
15,8
34,8
18,2
20,3
31,4
2,3
13,3
4,10
31,3
12,4
5,5
33,2
7,1
5,1
5,5
25,13
29,2
2,7
13,5
31,1
11,2
21,3
7,9
27,2
29,5
1,6
3,9
1,30
33,2
1,29
3,5
32,9
2,8
15,5
30,3
29,8
2,4
33,3
25,14
32,10
13,3
28,2
25,7
25,6
33,6
19,10
25,3
28,3
13,7
3,19
1,15
3,15
2,2
27,2
25,5
5,5
7,4
30,7
7,7
32,8
10,3
13,4
10,11
34,9
7,7
34,6
1,3
31,3
20,5
25,7
19,10
20,3
2,2
4,3
5,2
21,2
3,5
1,22
6,3
1,1
10,9
27,5
34,2
15,1
10,11
1,12
31,2
19,6
3,18
28,1
32,2
23,4
23,7
3,1
25,3
25,5
20,6
29,10
11,4
3,5
29,7
1,21
29,1
29,1
1,14
6,1
21,4
1,41
25,7
3,8
1,43
23,2
1,15
24,7
5,2
22,5
1,3
34,10
25,10
2,2
3,11
32,8
1,31
15,7
1,12
1,48
34,7
20,7
1,26
22,3
1,37
25,5
32,8
11,7
24,4
19,1
1,16
21,6
1,48
33,8
20,4
32,8
9,9
6,5
5,5
23,4
32,2
18,4
1,57
15,1
1,29
11,8
1,14
28,1
5,5
31,10
5,2
1,26
25,7
3,2
5,5
9,5
28,4
1,24
25,1
3,12
3,12
29,1
28,3
29,1
11,3
28,1
18,6
1,55
34,6
11,8
10,4
2,1
1,42
3,14
32,5
25,1
32,7
1,18
1,6
23,4
5,1
1,11
27,1
14,1
1,39
3,8
22,1
25,1
3,3
20,3
33,2
33,3
15,8
6,2
34,2
3,16
25,2
5,5
30,6
7,6
28,2
1,15
20,5
34,9
14,5
13,6
34,10
10,7
5,5
3,9
24,2
3,4
19,6
32,3
3,6
33,6
5,2
28,4
21,1
28,1
3,1
1,16
27,2
23,4
10,13
1,29
1,43
20,5
1,7
34,10
32,8
3,18
2,2
25,1
11,8
15,4
32,10
11,7
3,16
5,6
10,5
31,3
10,7
5,1
18,4
1,1
33,1
1,33
33,2
32,2
1,20
1,46
23,2
24,4
13,1
19,2
22,6
4,6
21,6
29,2
1,32
1,34
29,6
19,3
1,14
3,1
11,11
1,18
5,5
7,2
25,10
21,7
19,12
5,3
28,2
28,1
31,10
3,4
29,2
5,5
3,5
4,11
20,2
2,4
20,4
15,6
4,11
5,1
27,2
1,24
11,6
22,2
13,8
25,6
30,9
19,2
12,3
25,7
4,3
5,6
15,2
21,2
27,1
1,57
24,2
3,3
31,7
3,5
23,2
25,10
32,9
27,2
1,4
19,5
1,41
34,6
33,7
18,4
1,14
9,3
18,4
24,6
5,1
29,1
30,6
9,1
32,9
3,7
2,14
1,14
3,19
23,5
13,3
22,5
13,4
25,11
20,4
4,3
5,1
5,1
25,8
2,7
29,10
23,6
29,3
29,3
28,1
1,35
1,30
28,2
29,1
22,2
1,25
23,1
19,12
1,1
30,2
22,2
1,1
34,2
15,7
34,7
1,39
11,9
12,1
4,1
1,12
1,49
1,54
19,10
1,22
1,32
20,7
30,7
5,1
10,7
31,3
3,3
32,1
19,5
9,4
1,34
27,2
27,1
18,3
3,9
10,5
15,7
32,6
3,6
4,12
15,2
23,6
5,5
1,58
14,4
3,8
15,1
30,7
31,6
19,2
1,2
19,9
31,5
3,9
1,21
25,13
2,8
1,22
1,27
3,9
3,3
19,9
1,54
19,2
3,5
2,5
15,5
5,5
4,9
18,12
1,36
6,6
25,7
2,2
13,1
1,28
1,58
1,12
21,4
15,3
3,9
3,16
20,7
24,7
1,27
21,4
3,4
5,3
7,7
3,10
25,4
14,1
32,2
12,1
13,9
19,14
2,11
5,3
18,3
3,3
6,5
21,7
24,5
25,5
5,3
25,1
10,2
23,7
31,2
29,8
28,3
29,7
19,3
21,4
27,1
1,29
29,10
5,2
32,2
34,4
1,15
33,2
5,4
1,34
5,1
19,3
14,2
20,3
28,4
3,17
19,5
32,2
4,12
9,1
23,3
29,1
29,8
25,3
31,8
14,4
7,3
31,7
5,1
23,2
3,5
3,5
10,10
32,5
13,5
5,1
21,6
5,6
25,2
1,35
5,5
29,10
4,1
1,12
26,1
6,7
7,2
18,3
15,1
34,4
33,2
1,42
34,8
9,3
5,3
11,3
32,8
34,2
34,7
20,6
1,13
1,21
25,2
4,8
5,1
2,1
34,7
8,4
21,3
20,6
25,1
6,7
17,1
34,9
4,8
32,3
18,10
1,58
1,50
21,6
1,7
24,7
9,5
30,10
9,8
25,3
1,18
18,11
1,9
19,3
5,5
18,8
2,7
9,5
1,27
7,3
1,31
19,9
18,5
13,5
5,3
3,8
28,1
1,1
31,3
10,3
20,4
18,3
2,11
19,9
4,12
3,6
11,6
1,15
21,3
6,5
29,1
14,2
3,15
1,36
34,6
34,6
32,4
10,5
9,9
22,6
24,2
1,23
3,3
15,4
11,8
23,2
1,3
21,7
1,29
8,4
19,1
32,1
24,4
31,9
10,3
5,6
4,2
5,2
5,1
7,7
7,8
4,8
6,1
3,5
3,9
1,21
18,10
22,5
34,3
1,41
34,4
11,3
1,8
32,3
33,8
32,10
32,1
1,56
33,3
7,5
15,5
8,1
34,3
10,10
4,1
20,3
18,6
4,11
1,10
1,7
19,5
12,4
10,12
34,10
21,6
19,9
1,2
29,3
24,3
1,33
29,3
15,6
25,7
32,8
29,2
31,9
15,1
10,16
2,7
30,8
32,7
20,7
31,11
20,5
25,3
2,6
14,1
24,2
13,4
5,2
29,6
24,4
22,5
5,1
28,1
19,3
30,6
19,10
18,8
3,16
30,5
18,11
4,11
30,5
1,55
34,6
24,7
1,40
28,2
25,11
1,1
29,6
1,4
34,7
25,3
11,5
9,1
22,1
5,1
5,5
22,1
2,7
15,4
23,4
34,3
19,10
2,8
13,9
3,3
1,28
34,4
27,2
25,10
28,2
3,5
12,5
33,6
4,11
5,3
12,4
18,11
1,47
12,5
19,2
28,1
10,1
1,53
34,5
18,6
31,6
1,44
25,11
22,5
3,5
12,1
9,8
19,2
11,8
28,4
29,1
5,1
5,2
4,9
33,3
1,36
22,6
21,7
24,4
3,7
4,1
10,3
1,22
7,9
1,4
25,3
14,3
6,2
11,10
20,3
20,6
2,10
32,3
14,2
19,10
3,3
30,5
32,10
9,5
12,6
32,6
30,9
24,2
15,2
21,7
5,4
34,4
32,6
1,21
34,7
1,34
27,3
7,9
25,6
6,1
32,1
23,7
34,4
33,5
3,16
30,8
18,11
21,4
3,3
2,9
3,18
3,3
32,1
19,3
30,3
32,1
24,6
13,9
6,1
34,2
7,9
11,4
34,5
34,3
5,1
27,1
32,5
31,7
21,3
1,14
7,9
6,7
34,5
5,2
31,6
28,2
30,7
11,5
27,3
23,4
15,7
27,1
18,6
34,9
29,3
25,1
31,3
10,7
29,10
24,6
33,2
1,53
3,1
9,7
23,5
22,3
27,2
25,10
1,20
1,18
3,1
1,20
2,3
13,4
10,11
21,4
23,2
34,2
32,8
32,7
3,1
3,16
3,3
11,6
22,2
31,6
19,1
22,1
9,3
3,10
3,9
3,1
21,3
20,3
3,5
1,24
9,1
15,7
11,10
32,1
34,2
1,47
12,2
13,8
1,34
10,5
14,5
22,3
1,59
32,7
21,4
1,21
34,8
27,2
19,8
28,2
25,1
29,1
1,49
13,7
1,18
23,6
6,7
31,5
5,6
10,6
1,12
5,1
19,5
1,6
32,8
19,4
3,5
3,5
31,10
14,2
3,5
11,2
34,8
4,11
31,7
14,2
33,8
19,3
21,4
5,3
3,4
10,3
15,2
32,2
6,7
33,5
1,34
27,1
13,8
25,2
15,4
1,42
21,3
1,10
22,3
1,11
32,7
5,3
15,1
7,4
32,6
32,6
3,3
33,9
10,12
27,3
5,2
1,29
32,1
2,1
10,4
23,4
30,2
15,5
7,9
32,10
32,10
31,6
19,5
18,3
7,7
15,3
23,4
3,5
12,4
12,3
5,3
25,6
27,4
29,10
3,9
5,3
7,7
5,1
25,6
19,9
28,2
4,1
19,9
19,3
5,5
21,6
5,2
1,29
19,6
3,4
30,8
13,2
1,27
1,17
14,3
14,1
9,4
3,5
1,8
13,6
7,9
1,25
10,10
5,6
30,7
20,7
1,51
5,6
24,4
7,1
20,3
21,7
3,15
15,7
2,6
25,1
10,2
21,6
14,5
32,8
31,6
26,1
1,10
14,6
9,6
11,6
3,18
29,1
10,3
5,5
1,15
22,6
1,50
31,7
10,3
1,29
23,7
9,1
1,18
25,6
22,5
7,9
33,4
13,9
14,2
1,7
14,3
3,6
1,59
24,4
1,11
27,2
13,7
18,7
7,9
32,3
1,13
31,9
14,2
3,1
3,9
11,5
1,18
32,6
1,56
20,2
19,6
33,5
3,9
28,4
3,7
7,1
1,18
32,10
1,40
9,3
21,3
13,2
1,34
3,6
1,44
1,14
1,60
14,3
25,6
31,8
19,9
13,1
32,10
9,10
32,1
21,3
32,9
3,3
1,3
29,2
28,1
1,50
25,12
5,6
5,5
13,4
3,8
1,34
6,1
11,1
32,7
31,11
3,1
24,4
25,2
5,6
2,1
1,4
23,4
32,7
15,2
25,3
19,1
34,1
11,3
21,2
25,6
4,9
10,12
32,7
31,1
28,4
24,3
3,2
4,7
15,7
29,2
11,1
32,7
1,52
30,9
33,8
33,4
1,21
4,9
32,9
34,3
22,3
19,2
25,11
32,10
23,6
21,2
11,9
21,4
31,2
4,6
28,4
15,4
21,5
19,3
1,34
12,6
1,27
32,7
21,5
19,7
5,1
15,2
18,11
1,6
5,5
34,3
1,2
25,1
33,4
1,17
3,14
33,7
1,4
11,10
3,2
34,1
32,7
4,3
33,2
1,10
32,7
31,10
1,1
9,3
24,2
9,7
31,8
33,2
21,5
7,1
27,2
25,10
1,14
2,1
1,34
22,6
20,6
31,2
33,1
1,21
5,4
19,9
15,2
3,7
1,28
33,1
33,7
7,7
19,5
32,5
27,3
5,1
34,9
29,7
21,6
32,10
2,13
1,1
14,6
1,24
20,4
9,6
32,7
34,2
10,1
19,5
28,3
1,29
25,11
31,10
32,5
4,4
3,3
33,3
3,6
30,1
3,8
5,1
18,8
25,2
21,2
19,1
14,4
30,2
12,5
31,9
31,6
1,60
5,5
3,9
2,1
31,8
3,10
34,2
29,8
33,7
1,10
23,5
30,8
21,4
28,2
31,2
21,3
1,15
25,3
10,1
25,1
15,6
25,1
19,12
31,2
21,6
32,2
2,1
14,5
5,5
18,2
1,2
32,8
13,8
3,6
7,7
5,5
24,3
4,1
10,3
1,2
19,3
3,9
19,3
3,8
20,5
4,9
19,1
3,1
7,1
14,2
29,3
25,4
6,1
24,2
30,5
32,3
18,2
27,1
3,4
22,1
25,1
10,5
5,5
20,7
6,5
34,1
2,7
22,2
19,2
1,8
15,4
2,11
9,5
3,3
6,6
34,5
11,9
18,5
2,7
23,4
32,8
15,6
34,2
27,2
13,1
3,1
11,5
18,8
11,11
29,10
15,8
28,2
13,3
34,8
28,3
1,16
1,44
21,2
2,11
1,23
23,3
19,2
10,7
3,8
14,3
19,7
27,3
34,6
1,3
31,2
1,15
5,1
20,7
25,1
32,8
1,15
24,5
33,2
20,2
1,15
1,12
3,5
14,6
25,9
9,3
5,5
10,8
30,3
34,8
2,8
1,15
1,18
19,7
33,4
21,2
29,1
10,11
6,1
1,11
23,2
1,43
22,3
7,4
31,2
28,4
24,7
1,47
31,2
20,3
33,8
4,6
5,3
30,6
1,20
19,5
27,2
21,3
3,2
13,6
5,5
20,4
1,45
34,6
18,7
14,3
3,6
6,3
25,10
14,3
1,15
32,6
29,6
3,5
27,2
3,3
9,10
1,18
20,3
25,10
9,5
15,4
1,21
29,6
3,18
15,2
33,4
25,3
9,1
33,2
19,14
20,4
3,1
2,1
25,12
6,1
18,11
13,9
27,2
5,2
3,1
11,2
24,7
32,2
2,1
23,6
18,8
1,50
18,7
19,9
10,1
22,5
33,7
23,4
1,60
13,9
2,6
1,25
20,2
11,5
10,12
1,34
29,1
1,43
5,1
24,2
11,5
3,2
14,5
31,3
2,8
11,11
19,3
14,2
20,4
2,9
13,9
10,3
6,4
1,16
25,7
32,1
23,4
18,6
22,6
34,1
1,2
33,2
2,11
23,4
19,10
23,5
1,11
33,4
28,4
20,4
22,6
3,2
31,4
1,24
10,10
31,10
1,21
24,3
19,5
1,8
1,49
1,21
29,1
6,6
13,7
27,1
33,1
25,7
3,10
21,7
22,1
34,4
19,4
2,7
3,3
13,5
32,9
32,6
1,4
29,1
25,1
32,10
11,5
5,3
32,10
19,13
9,3
14,2
16,1
11,6
1,15
1,34
9,10
34,10
1,34
24,2
32,10
29,10
32,7
32,6
24,5
1,48
1,10
5,1
9,8
19,5
5,2
4,7
30,7
1,6
20,6
3,4
5,6
2,12
1,15
1,34
22,2
2,7
23,3
2,3
28,3
15,8
1,6
33,2
25,7
25,2
7,2
1,42
18,3
3,1
1,10
33,9
1,18
22,6
33,2
11,5
25,2
29,6
15,6
19,8
13,8
7,7
29,10
34,7
3,13
19,9
30,10
31,7
6,8
28,4
1,10
9,1
33,4
13,6
23,6
20,7
6,6
1,8
5,6
34,2
5,5
32,2
31,6
32,7
14,1
21,4
1,20
32,10
2,9
34,10
15,3
5,1
32,2
19,1
27,4
13,1
24,3
29,1
9,7
14,5
31,10
11,1
13,2
2,11
29,6
3,10
22,5
34,8
1,13
3,11
1,37
25,1
5,5
25,2
32,4
9,7
1,29
1,12
27,1
3,3
29,4
6,6
1,29
20,4
2,6
24,5
6,4
19,7
20,6
3,7
1,39
11,3
7,8
28,4
32,8
18,11
1,9
32,7
33,6
30,8
5,1
1,47
12,5
22,6
1,10
34,6
3,6
25,12
21,4
29,5
10,11
10,10
28,3
1,1
19,5
18,7
18,10
15,7
32,8
1,31
10,7
1,16
3,6
3,7
19,13
20,4
25,1
11,10
31,4
1,21
32,7
3,10
3,8
19,4
3,10
34,10
33,2
27,5
34,3
32,11
29,1
5,5
32,1
1,27
13,6
4,3
5,3
3,2
12,2
1,53
25,10
4,3
16,1
14,2
4,9
18,10
7,4
29,7
1,1
5,3
19,6
1,56
1,42
5,6
22,3
14,4
6,6
15,1
18,6
20,3
30,3
20,3
1,12
31,3
10,7
10,2
14,4
1,16
5,1
31,3
32,9
20,3
6,7
21,4
1,30
27,1
13,5
5,5
5,5
34,6
3,3
32,7
1,21
25,7
20,3
23,4
19,2
2,9
11,8
11,11
27,2
30,8
3,15
19,12
1,15
22,2
34,9
31,4
5,1
13,9
3,10
10,3
27,1
5,5
13,9
34,4
14,3
1,54
32,5
20,3
17,1
19,7
34,4
13,2
34,10
34,4
31,8
2,8
1,3
31,10
31,6
1,15
7,7
19,5
29,8
20,2
31,6
29,6
18,8
25,3
30,8
3,14
34,2
19,14
1,34
25,1
9,3
3,5
19,4
29,1
13,9
11,9
34,10
25,1
15,7
19,9
19,10
14,2
28,3
20,2
19,10
21,3
1,34
1,51
1,2
9,5
22,2
1,29
12,1
25,1
3,4
3,4
5,1
5,1
13,2
4,3
19,5
24,4
12,1
21,7
19,3
1,10
3,10
3,1
5,6
1,6
1,8
21,4
1,29
