Hand,Neck
14,45
3,11
14,9
2,39
16,11
25,24
14,41
16,44
10,9
20,36
1,25
15,6
10,3
8,31
22,0
10,7
2,0
26,3
0,8
25,9
11,19
15,0
7,11
0,28
17,47
20,23
8,15
16,0
11,15
6,43
5,2
0,14
11,24
0,45
17,29
1,23
25,37
4,34
8,39
10,38
0,41
21,27
25,9
0,34
17,9
7,29
7,33
7,40
26,11
0,21
0,32
0,40
16,14
5,16
12,44
0,7
19,11
6,14
0,5
5,28
9,28
3,24
0,21
17,40
3,18
11,15
0,14
17,0
0,8
13,25
14,24
5,0
0,16
14,4
26,47
14,35
20,22
8,0
15,28
2,0
2,11
2,11
26,35
8,34
15,39
13,13
7,28
8,16
15,34
0,37
21,11
11,1
8,0
5,24
19,32
0,3
26,43
15,0
20,2
0,35
0,34
8,25
13,40
25,15
13,15
8,5
0,4
15,0
10,3
2,28
21,45
0,11
23,25
7,25
10,14
0,23
6,15
26,2
17,42
21,32
2,23
19,37
0,36
0,0
0,0
15,4
25,23
19,18
0,0
11,9
9,32
21,2
13,14
0,11
14,9
17,32
5,0
10,9
8,43
0,39
0,1
17,2
14,30
8,7
25,25
10,9
26,0
0,2
5,0
4,2
13,0
14,2
26,36
8,43
14,11
11,38
7,26
0,0
0,0
11,14
13,41
15,31
12,14
17,47
1,38
16,29
0,10
1,41
8,12
20,8
4,15
23,36
11,16
0,0
15,9
8,37
17,24
4,39
16,23
20,47
17,32
14,19
20,33
23,47
15,40
23,11
15,5
25,25
1,13
0,15
19,35
6,8
26,19
0,4
0,12
3,14
0,32
19,1
19,43
12,36
7,19
26,13
0,15
25,33
8,47
26,28
24,46
9,0
19,15
19,21
0,36
0,13
17,34
7,11
0,0
1,0
0,19
14,5
4,0
10,6
2,12
5,19
21,24
0,34
26,41
8,6
26,34
19,44
0,11
19,27
0,42
14,34
10,24
0,39
26,28
10,0
5,29
0,0
15,28
0,27
0,18
25,9
2,0
13,0
8,23
11,41
20,15
9,47
0,10
7,39
0,44
15,47
20,0
13,34
10,36
16,13
4,7
19,41
5,23
11,47
5,0
14,32
0,28
19,45
0,0
11,43
10,43
0,0
22,0
0,32
0,13
4,21
26,33
2,31
13,24
20,18
8,28
25,42
26,5
7,28
1,16
0,37
3,37
8,9
21,0
2,44
0,0
0,31
19,15
6,14
11,27
18,24
0,38
2,0
7,15
13,18
3,0
16,1
24,31
26,15
15,18
7,5
7,19
17,11
6,32
5,0
3,18
0,22
8,5
10,10
8,15
26,0
26,0
11,18
11,35
0,4
4,26
15,28
9,4
0,46
0,28
26,26
0,39
3,40
19,15
11,31
2,14
21,43
14,11
2,14
20,41
25,1
0,31
22,22
0,44
0,29
17,31
0,23
26,23
1,14
15,17
10,5
13,10
10,0
9,36
14,36
0,28
26,37
26,31
19,15
1,44
6,32
9,23
0,18
0,31
0,0
18,24
4,0
1,44
1,14
3,7
1,44
0,11
19,37
14,13
21,2
26,1
4,18
25,36
13,38
14,32
0,16
7,31
4,20
10,5
19,40
5,44
6,43
0,0
13,5
0,1
10,30
10,27
14,35
7,19
14,2
10,5
14,15
19,11
6,14
0,27
8,5
26,0
23,21
25,28
17,11
9,41
26,32
8,8
26,41
26,28
13,25
26,16
0,0
20,33
17,28
4,29
8,9
7,24
0,45
10,37
0,11
0,22
8,28
8,12
20,12
0,25
4,45
14,42
20,3
4,26
0,32
4,11
26,10
14,40
24,7
25,13
21,0
12,11
19,6
19,29
10,44
4,25
0,23
25,18
10,6
3,47
0,43
20,1
17,0
1,37
0,44
8,11
2,1
0,33
8,16
14,25
21,9
19,37
17,7
15,31
8,20
25,34
7,12
4,37
20,16
0,25
8,43
7,24
25,1
21,25
15,1
0,19
8,5
0,16
0,40
13,36
11,7
7,0
11,31
11,36
2,37
13,27
17,9
26,44
25,6
0,12
6,19
10,14
0,5
26,44
4,4
2,10
19,16
4,41
10,17
0,20
21,28
23,0
15,3
17,0
21,27
14,23
10,18
11,21
1,14
25,13
2,47
11,27
0,18
5,16
19,13
5,7
13,6
26,44
25,8
12,15
25,15
8,39
16,0
0,23
8,0
17,1
20,47
0,15
6,11
7,4
0,44
2,5
8,31
21,42
2,13
24,43
13,17
6,27
8,6
0,33
26,43
17,21
0,1
0,41
15,34
21,46
25,24
16,4
0,23
20,0
18,1
10,23
26,3
17,23
0,11
0,0
23,10
3,8
17,25
1,23
11,44
0,6
2,34
26,0
25,9
1,31
10,21
0,6
0,3
23,7
23,43
0,0
0,43
5,2
5,20
4,13
26,33
0,43
8,13
10,30
20,21
19,24
20,27
0,39
14,10
19,30
7,24
2,3
0,41
26,5
14,11
0,33
11,13
11,9
19,8
26,3
16,0
0,25
7,13
25,45
19,34
2,23
7,36
3,4
8,14
12,33
19,14
19,47
6,12
13,18
24,30
12,47
11,18
6,28
13,36
14,25
23,11
25,20
0,15
0,16
8,47
11,17
20,16
8,30
26,14
26,4
2,32
0,2
0,40
0,43
23,14
16,44
7,33
8,19
0,0
26,11
17,2
11,7
10,0
26,15
19,14
21,40
0,1
15,19
8,35
24,11
0,36
26,9
17,41
0,7
9,13
15,11
19,0
0,41
3,16
0,14
2,14
7,5
0,41
0,43
21,47
10,23
25,16
25,32
13,4
19,47
0,27
14,28
0,28
4,9
17,28
14,23
0,14
2,3
3,3
21,37
23,8
0,11
20,41
16,0
5,0
26,10
8,35
25,11
19,18
7,18
0,1
17,32
18,41
3,37
8,45
9,43
17,29
5,33
18,14
17,37
24,33
11,8
21,11
0,40
18,0
4,5
8,39
20,43
3,0
25,26
6,40
21,17
7,39
26,5
8,14
5,22
6,15
5,10
25,28
7,13
0,12
14,9
0,23
7,10
1,6
2,9
20,27
5,25
23,41
8,28
7,16
5,28
11,43
10,1
21,40
2,2
13,0
23,9
1,20
10,18
21,0
17,5
8,43
0,33
23,44
19,10
11,22
15,16
20,12
20,33
5,6
26,18
7,37
16,30
5,40
0,14
18,9
5,13
21,9
23,4
17,2
7,44
0,2
9,7
21,45
0,0
20,11
10,0
17,26
4,30
26,37
21,19
0,0
9,0
23,30
26,31
4,7
15,11
4,0
21,19
22,34
14,3
17,0
8,36
19,39
21,41
4,44
1,42
25,21
0,39
0,11
23,8
0,23
21,0
11,0
6,5
20,22
14,31
14,0
21,14
21,0
13,27
13,47
0,7
13,25
24,30
0,33
0,21
5,3
0,17
1,40
13,11
14,7
26,4
19,7
0,40
4,44
5,32
11,17
8,23
15,11
21,11
0,18
0,19
0,1
7,0
7,36
0,4
0,34
11,34
7,18
4,24
7,47
0,8
25,36
17,43
22,33
21,35
0,33
11,9
10,45
2,14
25,20
8,38
8,33
22,0
2,1
23,30
14,0
0,14
7,42
3,2
2,9
5,4
0,46
23,45
26,18
14,44
15,4
0,18
19,14
4,31
0,15
0,33
3,31
4,30
21,43
7,7
22,30
14,16
0,23
21,12
2,34
8,32
2,0
3,19
0,45
0,43
0,25
15,43
16,4
8,13
25,12
13,14
0,21
11,35
25,35
0,39
11,30
0,32
21,24
17,40
13,25
17,39
7,0
1,39
5,40
4,0
0,15
15,46
0,1
9,39
5,32
0,0
13,0
25,45
3,2
20,14
9,8
15,16
15,47
0,39
8,34
23,28
21,16
0,10
0,14
17,39
1,14
21,27
13,25
17,11
21,10
17,0
0,5
26,0
10,43
21,26
21,7
26,15
8,11
0,43
0,16
0,26
8,11
16,9
14,29
15,32
25,26
25,37
5,19
7,16
4,15
2,0
0,20
13,11
1,24
0,0
26,35
21,5
8,2
1,28
7,25
23,7
11,37
5,30
0,21
16,0
5,16
9,45
0,9
0,42
22,8
13,0
25,1
21,5
22,43
1,37
26,0
14,41
12,6
19,16
10,0
25,35
12,38
20,12
3,39
18,0
19,27
19,45
5,37
15,5
26,33
20,16
17,33
11,40
2,39
0,5
7,26
9,4
0,11
0,21
7,11
0,27
14,0
0,26
11,7
7,38
0,37
21,33
0,21
1,44
5,45
3,32
2,28
0,2
0,34
17,0
23,6
26,27
5,14
0,24
3,8
13,3
25,1
5,43
8,0
26,34
17,38
13,28
0,11
9,27
0,26
13,21
19,32
0,39
11,25
15,23
15,11
4,42
7,7
4,10
0,45
5,0
9,30
21,24
7,28
0,25
16,47
15,11
12,19
5,29
26,0
7,0
21,0
18,9
5,0
11,28
11,15
0,32
19,44
4,0
0,2
5,35
3,16
15,0
19,14
0,33
13,18
17,11
25,2
15,4
26,0
3,0
7,28
13,11
11,0
0,11
23,32
16,11
25,12
21,31
20,0
21,34
14,0
25,23
8,38
19,11
21,32
0,25
15,19
11,47
0,36
26,3
1,32
0,0
23,3
16,16
0,4
26,38
0,4
5,3
6,13
26,35
11,5
23,31
13,11
10,36
23,38
10,20
8,0
26,0
15,5
0,45
19,18
15,43
25,44
16,17
17,41
7,42
17,40
15,23
0,24
14,39
13,17
4,19
20,8
20,24
13,11
25,21
3,31
2,35
19,36
20,33
17,32
13,46
2,13
2,37
5,22
16,7
19,0
11,1
26,12
13,23
25,9
25,32
0,0
10,7
15,13
11,27
17,0
15,30
3,21
0,11
12,40
5,3
0,47
0,17
0,27
20,6
25,39
0,31
8,37
0,16
11,33
5,6
12,40
12,14
21,19
0,13
0,5
5,19
1,32
0,11
0,14
23,7
7,41
20,17
10,37
14,0
7,9
10,45
11,21
1,7
21,32
0,44
26,34
21,12
5,47
14,0
21,35
0,47
11,5
20,27
0,0
26,5
14,22
20,6
4,0
15,16
15,0
0,12
25,18
10,11
2,3
26,45
13,15
3,0
14,7
20,4
19,3
9,14
26,36
19,8
0,5
0,47
0,31
13,4
7,11
0,14
25,27
8,40
0,17
26,24
19,38
1,47
25,0
15,34
11,44
1,17
0,11
4,10
10,40
0,28
13,0
1,45
8,18
8,11
0,23
8,43
3,13
0,45
0,8
0,24
13,30
0,26
9,27
14,31
11,4
0,33
11,1
14,23
5,1
0,9
19,11
1,29
5,41
20,13
26,28
5,32
4,28
0,21
0,46
0,44
26,38
0,0
7,45
0,32
9,10
7,6
0,40
25,33
0,0
21,21
8,4
5,15
9,10
0,31
10,24
0,44
0,14
0,8
0,11
0,12
5,20
0,0
15,9
23,8
20,0
0,16
0,0
19,0
8,32
1,34
5,33
17,0
8,15
14,35
10,11
0,45
20,27
0,2
0,40
15,36
2,21
14,4
4,18
10,0
26,0
10,6
5,0
15,0
1,46
2,27
11,0
0,14
0,7
15,27
8,11
7,6
4,29
22,15
8,43
17,8
9,1
5,19
10,11
16,25
21,14
21,44
0,0
15,23
26,44
11,41
20,39
15,30
0,0
0,10
8,23
14,3
26,3
15,0
12,6
21,40
26,7
16,1
3,47
19,40
0,33
22,44
0,13
18,14
4,39
19,37
2,1
0,1
0,25
0,33
6,34
17,0
0,0
17,44
10,4
17,37
22,0
26,34
14,0
19,36
20,19
13,28
14,0
6,29
0,16
0,0
16,39
0,17
0,8
8,37
12,11
0,28
26,19
13,35
8,15
5,39
0,35
23,11
5,40
24,10
6,35
7,34
8,35
7,3
21,20
20,15
0,13
5,20
17,41
17,3
23,43
25,44
0,8
14,18
19,5
20,0
0,28
8,43
0,2
5,14
25,15
0,32
4,7
15,45
2,24
19,43
0,0
0,36
3,16
0,14
26,26
7,46
9,43
0,28
19,13
19,10
2,29
25,33
8,46
1,21
26,22
4,44
0,47
8,34
8,27
20,33
0,44
24,28
5,32
14,14
17,43
24,10
6,17
25,0
0,2
9,14
1,18
4,18
10,16
0,45
19,34
13,12
0,36
9,34
21,45
20,11
11,0
0,28
5,12
0,0
5,31
25,0
0,42
21,36
6,24
13,30
2,13
0,1
20,3
11,28
13,41
0,47
26,9
0,0
0,0
2,39
0,0
0,26
26,9
19,30
3,16
14,41
16,36
15,0
13,11
8,19
11,5
17,6
14,12
25,37
5,36
4,5
15,0
2,34
26,44
7,41
0,0
4,11
19,43
0,24
13,0
11,2
17,3
4,10
3,30
11,39
17,32
0,47
10,19
25,0
19,40
2,12
25,46
21,15
13,9
0,36
19,18
1,46
10,8
4,30
0,20
6,11
19,19
26,8
10,1
3,4
0,10
25,13
14,6
4,23
0,2
0,46
25,27
0,5
13,39
7,27
0,12
0,45
17,42
23,25
26,28
8,28
17,17
15,11
0,23
26,45
5,27
19,33
11,23
0,47
13,18
14,5
0,11
24,39
1,9
25,25
23,28
0,44
15,3
17,42
4,11
8,14
0,10
5,25
17,34
8,1
0,41
20,16
0,31
0,27
15,39
10,30
20,3
0,29
19,2
11,40
21,25
0,25
26,4
0,47
26,47
10,36
13,4
26,16
2,4
21,0
17,11
5,21
5,21
4,0
9,24
0,5
6,8
5,11
23,24
17,7
0,10
13,14
5,7
0,5
23,8
23,0
15,5
16,11
3,11
26,30
26,34
26,28
16,45
0,39
17,0
19,40
0,6
0,23
0,44
0,26
19,32
8,0
17,7
21,13
0,47
0,19
5,35
20,5
25,18
11,32
2,40
4,15
13,38
0,39
8,43
0,22
4,4
21,12
2,45
25,29
17,8
14,5
0,41
21,0
0,15
25,11
26,40
15,15
0,4
2,25
0,1
7,20
8,30
0,11
4,11
11,9
0,11
26,14
23,22
10,9
18,16
11,14
15,46
0,35
8,23
14,25
21,24
0,27
7,2
14,21
10,44
4,0
11,13
17,37
26,4
14,24
12,18
0,0
14,0
11,43
14,6
4,30
13,14
7,30
8,23
2,3
5,0
7,40
13,6
19,21
5,19
4,15
5,6
23,19
16,7
21,11
14,15
4,9
20,40
0,0
6,6
0,4
0,2
11,32
5,14
11,1
13,11
8,3
15,47
0,26
23,11
0,23
11,40
11,32
0,25
25,39
0,11
0,39
20,43
16,14
14,46
20,9
0,38
20,2
6,1
0,38
21,33
5,4
4,29
3,0
0,31
0,24
17,43
20,0
14,21
10,1
19,15
10,15
19,14
2,33
11,6
20,32
8,11
0,35
0,26
10,11
0,32
4,0
20,19
19,12
0,24
7,10
16,44
21,5
19,23
0,8
17,8
0,1
0,22
20,29
1,23
8,22
25,18
3,23
20,32
26,12
12,31
5,34
26,19
16,35
10,41
0,6
19,22
13,20
14,17
20,44
26,21
17,45
20,45
10,30
20,43
11,18
21,15
0,21
8,0
10,30
0,4
7,13
8,37
25,43
26,40
5,27
1,36
10,39
21,42
0,34
26,13
0,0
11,47
17,40
23,42
5,44
0,0
22,1
5,0
17,13
4,44
26,22
22,30
16,39
0,1
2,24
12,16
15,37
8,11
19,7
25,8
17,13
17,47
17,24
0,7
23,16
11,40
25,39
8,7
10,37
5,35
23,37
3,45
0,38
26,9
16,0
8,11
8,33
10,30
0,0
24,2
20,5
26,44
7,11
0,34
5,39
6,33
19,3
19,6
1,0
0,30
1,7
8,40
5,26
13,35
19,32
0,30
22,11
25,24
0,23
25,16
8,0
26,41
7,0
16,16
18,19
14,39
24,11
25,35
24,8
4,16
1,26
5,26
25,25
8,32
0,39
0,11
25,0
0,4
0,28
7,18
4,34
2,14
20,4
4,4
0,45
0,11
4,0
26,10
20,34
13,29
4,11
9,27
0,7
10,0
13,13
15,3
17,45
7,2
8,8
8,0
19,18
26,30
0,17
11,8
3,11
10,41
21,11
13,47
8,46
0,16
0,21
16,3
4,21
3,10
13,0
3,43
8,18
15,0
0,0
19,1
17,24
0,28
4,30
0,22
25,44
26,32
7,32
7,46
15,41
26,21
11,41
0,6
10,23
14,14
23,10
4,11
7,18
21,13
25,7
25,2
0,11
0,31
19,36
18,11
3,4
14,21
3,16
0,0
10,27
0,11
17,31
25,15
10,31
0,31
14,1
0,11
17,30
0,11
25,13
8,3
4,0
13,28
17,0
15,0
8,20
0,39
26,15
17,33
15,35
26,0
5,26
13,43
19,8
3,0
10,45
26,41
0,22
23,17
11,34
14,47
23,29
0,47
1,9
8,40
4,0
2,16
23,12
15,38
0,35
17,1
3,41
7,41
19,28
14,23
8,11
4,0
11,12
22,11
18,0
7,36
20,13
7,39
0,44
8,29
23,14
25,29
11,47
8,5
21,7
21,32
0,0
21,15
26,2
26,16
26,45
20,7
8,4
8,35
13,5
0,1
25,44
4,23
1,7
10,46
22,11
5,12
5,0
24,9
0,4
0,46
0,0
0,27
19,39
19,0
26,11
20,3
5,0
26,12
8,11
3,10
6,44
0,23
20,24
19,23
0,11
21,14
5,4
23,0
5,30
0,27
10,40
17,27
0,30
11,1
4,23
0,5
26,45
7,6
6,19
1,36
20,25
19,25
0,23
13,33
15,37
10,18
16,6
6,1
10,40
2,0
23,25
20,11
2,2
0,5
4,22
19,0
0,3
0,12
20,0
26,11
7,25
0,1
1,25
7,25
0,21
0,36
0,39
3,29
5,0
9,28
23,11
0,31
26,44
22,29
0,34
21,19
4,18
0,17
7,40
21,28
0,19
11,15
18,45
20,6
2,0
19,2
2,35
4,0
4,30
15,12
0,10
23,0
15,7
0,16
13,26
8,11
8,15
0,0
11,45
26,0
8,43
0,0
15,44
26,5
0,29
5,42
8,15
25,0
10,28
11,24
4,26
0,21
14,37
10,11
10,41
23,37
10,29
3,2
20,0
26,20
0,44
0,14
25,25
4,14
16,17
21,37
10,41
7,28
23,9
26,12
11,45
0,34
8,6
21,43
0,42
21,0
0,7
11,45
14,14
4,16
25,7
26,0
13,13
26,30
0,4
8,19
10,35
21,7
13,46
1,4
17,0
20,15
26,47
26,11
13,33
23,44
15,20
0,8
5,0
23,8
0,34
0,15
21,18
4,0
23,0
26,0
7,5
16,26
7,21
8,0
15,23
19,11
20,17
3,11
11,11
1,11
8,26
26,12
19,43
1,42
17,12
0,25
6,9
0,33
19,36
0,0
25,11
15,11
15,10
14,3
22,1
6,18
23,18
1,16
10,21
26,7
10,16
24,5
8,14
11,0
16,23
25,23
16,31
0,12
5,24
21,4
13,42
25,30
11,41
20,16
10,23
0,10
18,9
4,30
0,14
19,13
17,13
7,41
20,5
0,12
17,10
21,7
0,18
2,47
15,12
2,0
0,14
25,38
7,14
1,47
7,30
0,41
11,37
8,24
0,20
8,6
15,40
25,5
8,41
21,43
8,24
11,32
5,35
2,32
0,32
8,26
15,42
5,30
16,3
8,0
13,39
1,15
0,16
21,0
14,35
20,13
2,0
17,4
15,0
8,11
15,13
0,45
4,18
0,0
19,33
3,0
8,28
7,19
0,30
13,0
25,14
22,0
8,14
23,16
3,36
4,21
0,28
23,15
9,43
13,30
26,32
13,40
0,0
15,11
0,18
8,43
24,41
20,41
3,35
26,43
23,0
19,23
8,46
13,10
21,11
6,23
0,6
25,11
0,14
25,1
20,9
22,2
7,31
13,35
11,0
7,11
4,17
12,2
6,45
26,23
0,35
12,2
13,34
21,7
4,39
14,18
5,31
7,19
15,28
5,24
0,25
25,41
0,14
25,23
8,26
12,38
17,0
8,14
10,41
19,33
0,21
24,20
19,38
16,42
20,0
6,24
4,3
0,22
25,25
0,14
11,0
11,28
0,33
10,45
19,22
1,14
8,35
25,19
15,16
8,28
14,0
11,23
8,11
23,24
5,9
22,8
0,5
5,31
20,0
0,11
26,33
0,0
19,11
11,23
15,2
15,0
11,32
0,41
1,44
10,20
0,27
7,31
13,1
19,27
18,18
21,45
20,1
17,28
7,24
7,40
0,33
15,28
8,0
9,11
19,0
17,3
21,2
0,39
16,3
12,10
15,47
0,31
16,6
4,16
0,44
10,47
0,14
25,0
25,32
7,21
3,39
0,13
26,6
25,0
2,19
10,10
4,46
11,2
1,0
16,42
17,0
0,17
21,30
5,0
13,15
25,45
12,37
0,43
1,0
0,36
22,2
25,35
0,1
8,38
10,6
11,12
0,1
0,21
2,18
26,40
11,7
4,5
19,26
1,9
13,38
16,44
7,16
14,41
21,11
4,32
8,46
5,0
0,40
17,10
17,7
21,0
1,46
0,34
25,27
10,47
0,18
21,47
13,21
20,4
0,11
3,21
19,27
0,27
16,7
0,11
26,16
22,44
26,35
18,37
0,40
0,10
21,34
0,19
13,14
6,44
0,39
15,35
0,33
25,16
0,25
0,28
14,44
17,32
14,33
22,15
23,7
0,29
25,28
8,43
17,41
25,37
15,6
26,39
26,36
11,13
15,31
25,3
11,10
20,41
0,35
6,14
25,17
0,16
4,11
13,43
14,10
8,0
25,10
19,45
15,30
1,0
21,43
2,2
8,39
0,26
0,31
14,12
15,15
8,31
13,13
0,44
15,47
21,5
26,6
26,41
1,23
0,13
21,0
11,9
11,0
7,10
6,7
0,2
7,6
17,21
26,16
16,29
10,15
0,27
1,9
19,0
0,7
26,7
16,31
0,8
16,39
0,26
26,0
0,37
1,14
5,33
22,38
26,45
15,17
20,12
0,45
0,34
25,35
2,45
16,34
2,2
8,5
16,34
2,12
8,28
19,0
0,46
26,12
21,29
13,14
0,19
8,15
0,0
0,46
6,1
8,17
23,20
8,0
23,29
26,38
4,39
0,8
2,10
4,33
11,34
21,15
15,35
21,6
6,10
14,6
26,14
24,0
0,14
2,4
17,41
4,24
19,43
19,35
11,5
11,22
4,6
14,35
6,28
10,0
0,29
0,0
9,20
0,37
10,34
0,0
8,10
26,8
1,18
10,44
13,40
26,12
19,34
0,36
1,21
21,36
26,6
17,15
4,16
20,18
23,10
8,8
10,39
8,41
11,1
0,0
0,4
1,46
26,24
0,4
7,9
1,6
0,16
19,36
12,14
1,6
25,47
1,9
0,0
1,0
14,36
15,0
26,3
0,41
7,47
8,24
16,13
8,26
15,1
19,18
0,39
3,18
4,30
2,19
19,6
0,45
3,33
4,29
14,35
7,21
11,34
0,9
26,39
22,5
1,14
25,19
23,0
11,5
8,46
10,30
5,36
4,7
4,9
10,33
3,0
5,24
12,24
14,14
0,47
21,22
8,3
5,46
16,12
15,41
2,45
15,46
14,47
2,9
20,3
15,19
3,6
11,0
23,24
26,1
1,47
7,27
10,32
0,29
24,32
13,32
11,27
14,0
7,21
13,6
2,0
10,27
21,31
0,42
11,21
0,34
15,40
1,13
0,3
0,14
19,23
19,19
0,38
4,41
1,39
14,19
3,0
1,41
16,32
19,24
13,21
5,14
9,1
3,13
11,27
13,24
4,19
20,40
5,43
26,36
14,1
8,16
16,40
3,19
0,25
14,40
20,3
0,11
26,32
14,12
0,0
7,42
10,38
25,5
0,12
11,8
19,6
0,7
14,14
26,15
16,6
14,44
1,45
14,0
2,25
13,25
25,13
2,0
17,4
20,0
11,0
2,36
0,15
13,34
26,0
0,40
15,35
9,34
24,46
0,14
12,45
0,13
0,43
14,47
15,0
21,0
4,17
14,33
26,9
0,24
5,6
0,6
4,35
6,11
13,19
0,2
14,0
8,5
20,44
21,10
0,44
11,41
2,0
0,10
1,45
13,43
14,36
15,6
11,7
14,19
0,6
8,35
17,39
13,38
23,0
26,14
8,6
17,0
7,41
0,10
0,5
6,29
14,23
5,30
2,31
0,43
0,13
7,3
3,8
16,8
22,29
0,13
0,30
2,21
0,2
0,10
1,10
10,0
10,8
14,40
2,4
15,3
25,36
2,29
15,46
2,15
0,13
0,34
14,42
7,29
0,3
11,24
24,0
14,44
26,28
0,0
24,46
18,37
15,24
21,13
19,36
8,24
2,5
23,0
4,47
17,44
5,21
17,0
17,47
25,33
20,20
0,37
0,5
26,36
7,16
6,0
14,12
0,2
26,40
14,16
6,31
16,47
15,26
25,30
0,40
13,1
2,15
7,0
20,4
20,14
7,11
0,15
25,7
15,5
0,4
20,26
15,6
7,0
13,8
2,43
12,24
24,9
17,2
7,19
0,21
17,14
5,41
21,35
21,31
0,14
8,15
0,5
0,21
5,35
24,26
21,33
22,18
20,12
1,30
0,33
17,25
14,43
13,6
15,44
14,15
7,5
26,19
8,34
4,13
21,24
13,19
0,10
20,14
14,39
19,11
5,25
4,30
26,20
0,39
13,35
0,0
14,11
19,0
16,4
13,11
17,19
0,6
17,6
0,21
0,0
11,6
5,41
17,9
10,0
19,0
24,0
2,0
20,4
0,19
0,0
17,28
0,10
26,36
17,12
8,41
5,2
6,24
15,35
0,4
20,6
1,0
26,12
26,46
11,21
14,15
24,32
10,25
6,1
10,34
21,21
15,36
26,18
5,12
19,47
8,0
7,43
0,15
15,27
0,11
11,47
23,39
0,2
1,11
17,45
13,0
0,0
25,42
2,40
0,2
26,14
20,47
14,0
0,15
20,15
23,15
0,9
0,12
0,16
15,0
8,30
0,9
10,42
11,21
0,32
21,0
4,0
1,0
11,5
26,3
11,20
2,45
10,17
2,9
26,40
5,34
4,5
24,17
5,2
4,34
6,25
0,3
26,8
1,15
0,0
1,9
20,35
13,12
21,0
4,12
1,3
8,8
25,5
16,35
14,41
4,45
21,8
26,16
26,11
14,41
12,32
16,18
8,45
4,42
19,7
0,0
0,27
20,1
24,15
0,40
17,0
16,18
21,0
26,24
4,12
13,0
17,33
7,39
4,24
25,16
0,32
25,11
25,30
1,35
0,0
0,41
19,45
9,27
15,2
7,15
13,45
19,1
5,0
0,1
0,11
13,17
1,39
7,5
5,12
20,28
8,29
0,13
23,0
15,34
8,18
24,43
19,43
0,9
2,30
0,39
7,2
6,11
0,2
5,1
26,10
25,24
21,0
13,23
0,17
14,44
18,24
17,20
26,41
15,0
13,3
14,0
14,41
3,11
0,0
5,30
4,6
14,41
15,29
25,29
0,42
0,42
0,14
26,45
10,44
25,32
20,24
23,4
0,30
24,43
2,16
26,36
20,23
2,14
19,46
19,1
21,11
10,0
11,47
6,4
15,40
8,42
0,39
5,42
0,13
18,33
21,33
0,0
22,47
8,12
6,28
17,18
0,28
9,21
15,45
14,7
20,11
2,23
14,41
8,19
19,47
11,16
5,42
0,0
19,9
4,19
15,24
14,32
0,13
26,15
15,47
21,7
13,6
0,14
0,0
0,47
13,40
5,27
9,44
0,42
0,0
2,1
7,2
14,6
3,12
13,7
23,14
11,13
3,0
0,10
20,14
17,0
0,35
11,25
19,37
4,2
17,0
21,11
14,11
2,15
5,18
5,30
7,3
11,0
15,4
21,37
11,9
4,18
21,25
15,40
15,23
25,20
8,13
16,27
14,33
10,29
24,45
0,9
0,34
7,43
22,19
0,30
26,13
10,9
8,0
20,35
25,36
23,26
7,0
15,4
8,9
26,34
8,43
13,18
0,6
0,21
19,11
20,5
0,45
16,14
2,15
25,44
10,25
0,18
17,1
0,8
8,22
2,10
14,6
20,10
10,23
3,32
17,18
0,39
8,15
21,44
16,26
17,0
4,12
0,35
22,34
7,30
1,43
12,0
25,28
15,40
24,7
21,10
6,32
0,11
10,26
13,4
20,30
2,38
0,21
20,0
0,24
21,34
23,18
0,0
8,15
6,35
12,30
14,19
16,32
10,36
0,34
21,24
2,19
26,12
16,16
8,36
0,21
19,27
0,27
2,12
19,8
20,45
11,34
25,0
0,7
10,21
0,1
6,5
14,11
0,44
0,0
0,11
3,11
4,23
23,6
1,37
0,30
15,47
15,18
13,14
0,6
10,31
0,0
0,9
10,41
20,21
5,30
3,0
21,13
17,14
25,1
0,43
5,8
13,27
0,0
20,5
11,28
23,0
0,20
21,37
1,4
15,0
0,10
11,25
26,27
26,11
14,5
0,45
4,41
6,2
14,40
7,14
26,15
19,34
0,15
4,11
4,33
2,23
26,9
0,41
5,43
2,2
11,7
19,14
0,18
17,31
20,0
26,10
26,43
10,4
22,14
23,0
8,46
26,41
21,2
6,45
18,36
0,24
13,21
8,24
25,15
4,43
14,4
0,20
15,4
11,11
11,6
10,12
0,35
21,23
5,11
0,34
4,31
15,25
5,43
0,42
4,11
14,41
0,15
1,34
3,14
21,11
0,1
18,8
19,28
13,31
4,23
0,37
12,9
0,19
18,0
10,37
19,15
10,14
12,0
18,11
20,0
10,46
5,35
5,27
17,17
18,35
15,11
8,4
19,11
19,0
0,44
15,20
7,34
17,20
22,1
13,9
14,8
13,40
7,40
23,33
13,25
5,39
25,0
13,21
4,7
26,12
15,12
26,9
3,7
7,11
21,35
0,27
15,25
7,38
19,11
0,16
13,0
0,38
2,35
15,45
25,21
20,8
13,47
7,37
0,14
26,30
1,34
0,39
17,0
3,11
14,24
2,12
2,17
10,37
4,34
10,47
11,16
20,11
7,8
0,0
5,37
1,34
0,37
0,31
4,0
4,13
20,27
0,3
14,45
1,45
13,4
10,6
10,7
0,6
0,10
6,0
8,6
0,5
13,34
13,7
24,24
20,45
12,26
23,0
3,4
0,40
10,11
0,11
14,42
13,41
25,4
14,5
1,32
16,40
18,11
19,0
21,40
25,0
16,30
25,25
0,2
23,47
26,30
14,15
15,40
13,12
